,keep,subject,related_topics,value,geo,keyword,year,country
15,0,Breakout,rising,Drawing,CL,murcielagos,2017,Chile
16,0,Breakout,rising,Animal,CL,murcielagos,2017,Chile
17,0,Breakout,rising,Eating,CL,murcielagos,2017,Chile
18,1,100,top,Bats,CL,murcielagos,2018,Chile
19,1,19,top,Dream,CL,murcielagos,2018,Chile
20,1,8,top,Halloween,CL,murcielagos,2018,Chile
21,1,5,top,animation,CL,murcielagos,2018,Chile
22,1,5,top,Drawing,CL,murcielagos,2018,Chile
23,0,+110%,rising,Dream,CL,murcielagos,2018,Chile
24,0,+80%,rising,animation,CL,murcielagos,2018,Chile
25,1,100,top,Bats,CL,murcielagos,2019,Chile
26,1,10,top,Dream,CL,murcielagos,2019,Chile
27,1,8,top,Halloween,CL,murcielagos,2019,Chile
28,1,8,top,Drawing,CL,murcielagos,2019,Chile
29,0,+180%,rising,Halloween,CL,murcielagos,2019,Chile
30,1,100,top,Bats,CL,murcielagos,2020,Chile
31,1,10,top,Dream,CL,murcielagos,2020,Chile
32,1,6,top,Pest,CL,murcielagos,2020,Chile
33,1,3,top,Chinese language,CL,murcielagos,2020,Chile
34,1,3,top,Halloween,CL,murcielagos,2020,Chile
35,1,3,top,Mammal,CL,murcielagos,2020,Chile
36,1,2,top,Mus,CL,murcielagos,2020,Chile
37,1,2,top,China,CL,murcielagos,2020,Chile
38,1,2,top,Philippines,CL,murcielagos,2020,Chile
39,1,2,top,Sound,CL,murcielagos,2020,Chile
40,1,2,top,Australia,CL,murcielagos,2020,Chile
41,1,2,top,Monkey,CL,murcielagos,2020,Chile
42,1,2,top,Eating,CL,murcielagos,2020,Chile
43,1,2,top,Soup,CL,murcielagos,2020,Chile
44,1,1,top,Birds,CL,murcielagos,2020,Chile
45,1,1,top,Virus,CL,murcielagos,2020,Chile
46,1,1,top,Oceanic dolphins,CL,murcielagos,2020,Chile
47,1,1,top,Rabies,CL,murcielagos,2020,Chile
48,0,Breakout,rising,Chinese language,CL,murcielagos,2020,Chile
49,0,Breakout,rising,Halloween,CL,murcielagos,2020,Chile
50,0,Breakout,rising,China,CL,murcielagos,2020,Chile
51,0,Breakout,rising,Philippines,CL,murcielagos,2020,Chile
52,0,Breakout,rising,Australia,CL,murcielagos,2020,Chile
53,0,Breakout,rising,Monkey,CL,murcielagos,2020,Chile
54,0,Breakout,rising,Soup,CL,murcielagos,2020,Chile
55,0,Breakout,rising,Birds,CL,murcielagos,2020,Chile
56,0,Breakout,rising,Virus,CL,murcielagos,2020,Chile
57,0,Breakout,rising,Oceanic dolphins,CL,murcielagos,2020,Chile
58,0,Breakout,rising,Rabies,CL,murcielagos,2020,Chile
59,0,+60%,rising,Dream,CL,murcielagos,2020,Chile
1,1,100,top,Bats,CO,murcielagos,2016,Colombia
2,1,14,top,Halloween,CO,murcielagos,2016,Colombia
3,1,14,top,Dream,CO,murcielagos,2016,Colombia
4,1,12,top,Drawing,CO,murcielagos,2016,Colombia
5,1,6,top,Vampire,CO,murcielagos,2016,Colombia
6,1,3,top,wing,CO,murcielagos,2016,Colombia
7,1,2,top,animation,CO,murcielagos,2016,Colombia
8,1,2,top,Birds,CO,murcielagos,2016,Colombia
9,1,1,top,Sound,CO,murcielagos,2016,Colombia
10,1,1,top,Cave,CO,murcielagos,2016,Colombia
11,1,1,top,Rat,CO,murcielagos,2016,Colombia
12,1,1,top,Silhouette,CO,murcielagos,2016,Colombia
13,1,1,top,Mammal,CO,murcielagos,2016,Colombia
14,1,1,top,Calabaza,CO,murcielagos,2016,Colombia
15,1,1,top,Poison,CO,murcielagos,2016,Colombia
16,1,1,top,Lamborghini Murciélago,CO,murcielagos,2016,Colombia
17,0,Breakout,rising,Cave,CO,murcielagos,2016,Colombia
18,0,Breakout,rising,Calabaza,CO,murcielagos,2016,Colombia
19,0,Breakout,rising,Poison,CO,murcielagos,2016,Colombia
20,0,+140%,rising,Halloween,CO,murcielagos,2016,Colombia
21,0,+140%,rising,Vampire,CO,murcielagos,2016,Colombia
22,0,+80%,rising,Dream,CO,murcielagos,2016,Colombia
23,0,+80%,rising,Drawing,CO,murcielagos,2016,Colombia
24,1,100,top,Bats,CO,murcielagos,2017,Colombia
25,1,8,top,Dream,CO,murcielagos,2017,Colombia
26,1,6,top,Halloween,CO,murcielagos,2017,Colombia
27,1,5,top,Card stock,CO,murcielagos,2017,Colombia
28,1,5,top,animation,CO,murcielagos,2017,Colombia
29,1,5,top,Sound,CO,murcielagos,2017,Colombia
30,1,3,top,Vampire,CO,murcielagos,2017,Colombia
31,1,3,top,Reproduction,CO,murcielagos,2017,Colombia
32,1,2,top,Disease,CO,murcielagos,2017,Colombia
33,1,1,top,Species,CO,murcielagos,2017,Colombia
34,1,1,top,mold,CO,murcielagos,2017,Colombia
35,1,1,top,Insect repellent,CO,murcielagos,2017,Colombia
36,1,1,top,Vampire bat,CO,murcielagos,2017,Colombia
37,1,1,top,Birds,CO,murcielagos,2017,Colombia
38,1,1,top,Wave,CO,murcielagos,2017,Colombia
39,1,1,top,Oceanic dolphins,CO,murcielagos,2017,Colombia
40,1,1,top,Mammal,CO,murcielagos,2017,Colombia
41,1,1,top,Spider,CO,murcielagos,2017,Colombia
42,1,1,top,Cave,CO,murcielagos,2017,Colombia
43,1,1,top,Ultrasound,CO,murcielagos,2017,Colombia
44,1,1,top,Defecation,CO,murcielagos,2017,Colombia
45,1,1,top,Feces,CO,murcielagos,2017,Colombia
46,1,1,top,Ghost,CO,murcielagos,2017,Colombia
47,0,Breakout,rising,Card stock,CO,murcielagos,2017,Colombia
48,0,Breakout,rising,Reproduction,CO,murcielagos,2017,Colombia
49,0,Breakout,rising,Disease,CO,murcielagos,2017,Colombia
50,0,Breakout,rising,mold,CO,murcielagos,2017,Colombia
51,0,Breakout,rising,Vampire bat,CO,murcielagos,2017,Colombia
52,0,Breakout,rising,Wave,CO,murcielagos,2017,Colombia
53,0,Breakout,rising,Oceanic dolphins,CO,murcielagos,2017,Colombia
54,0,Breakout,rising,Mammal,CO,murcielagos,2017,Colombia
55,0,Breakout,rising,Spider,CO,murcielagos,2017,Colombia
56,0,Breakout,rising,Cave,CO,murcielagos,2017,Colombia
57,0,Breakout,rising,Ultrasound,CO,murcielagos,2017,Colombia
58,0,Breakout,rising,Defecation,CO,murcielagos,2017,Colombia
59,0,Breakout,rising,Feces,CO,murcielagos,2017,Colombia
60,0,Breakout,rising,Ghost,CO,murcielagos,2017,Colombia
61,0,+90%,rising,Sound,CO,murcielagos,2017,Colombia
62,0,+40%,rising,animation,CO,murcielagos,2017,Colombia
63,1,100,top,Bats,CO,murcielagos,2018,Colombia
64,1,11,top,Dream,CO,murcielagos,2018,Colombia
65,1,10,top,Halloween,CO,murcielagos,2018,Colombia
66,1,5,top,animation,CO,murcielagos,2018,Colombia
67,1,3,top,Philippines,CO,murcielagos,2018,Colombia
68,1,3,top,Sound,CO,murcielagos,2018,Colombia
69,1,3,top,Naphthalene,CO,murcielagos,2018,Colombia
70,1,2,top,Coloring book,CO,murcielagos,2018,Colombia
71,1,2,top,Vampire bat,CO,murcielagos,2018,Colombia
72,1,2,top,Species,CO,murcielagos,2018,Colombia
73,1,1,top,Card stock,CO,murcielagos,2018,Colombia
74,1,1,top,Defecation,CO,murcielagos,2018,Colombia
75,1,1,top,Vampire,CO,murcielagos,2018,Colombia
76,1,1,top,Eating,CO,murcielagos,2018,Colombia
77,1,1,top,Birds,CO,murcielagos,2018,Colombia
78,1,1,top,Mammal,CO,murcielagos,2018,Colombia
79,1,1,top,Spider,CO,murcielagos,2018,Colombia
80,1,1,top,Rat,CO,murcielagos,2018,Colombia
81,1,1,top,Wave,CO,murcielagos,2018,Colombia
82,0,Breakout,rising,Philippines,CO,murcielagos,2018,Colombia
83,0,Breakout,rising,Naphthalene,CO,murcielagos,2018,Colombia
84,0,Breakout,rising,Rat,CO,murcielagos,2018,Colombia
85,0,Breakout,rising,Wave,CO,murcielagos,2018,Colombia
86,0,+200%,rising,Sound,CO,murcielagos,2018,Colombia
87,0,+120%,rising,Dream,CO,murcielagos,2018,Colombia
88,0,+100%,rising,Coloring book,CO,murcielagos,2018,Colombia
89,0,+100%,rising,Species,CO,murcielagos,2018,Colombia
90,0,+70%,rising,animation,CO,murcielagos,2018,Colombia
91,1,100,top,Bats,CO,murcielagos,2019,Colombia
92,1,14,top,Dream,CO,murcielagos,2019,Colombia
93,1,4,top,Species,CO,murcielagos,2019,Colombia
94,1,3,top,Halloween,CO,murcielagos,2019,Colombia
95,1,3,top,Poison,CO,murcielagos,2019,Colombia
96,1,3,top,Calabaza,CO,murcielagos,2019,Colombia
97,1,2,top,Lepidoptera,CO,murcielagos,2019,Colombia
98,1,2,top,Sound,CO,murcielagos,2019,Colombia
99,1,2,top,Birds,CO,murcielagos,2019,Colombia
100,1,2,top,Reproduction,CO,murcielagos,2019,Colombia
101,1,2,top,Silhouette,CO,murcielagos,2019,Colombia
102,1,1,top,Eating,CO,murcielagos,2019,Colombia
103,1,1,top,Spider,CO,murcielagos,2019,Colombia
104,1,1,top,Defecation,CO,murcielagos,2019,Colombia
105,1,1,top,Oceanic dolphins,CO,murcielagos,2019,Colombia
106,1,1,top,Snake,CO,murcielagos,2019,Colombia
107,1,1,top,Cave,CO,murcielagos,2019,Colombia
108,0,Breakout,rising,Lepidoptera,CO,murcielagos,2019,Colombia
109,0,Breakout,rising,Silhouette,CO,murcielagos,2019,Colombia
110,0,Breakout,rising,Snake,CO,murcielagos,2019,Colombia
111,0,+350%,rising,Species,CO,murcielagos,2019,Colombia
112,0,+250%,rising,Calabaza,CO,murcielagos,2019,Colombia
113,0,+130%,rising,Birds,CO,murcielagos,2019,Colombia
114,0,+130%,rising,Reproduction,CO,murcielagos,2019,Colombia
115,1,100,top,Bats,CO,murcielagos,2020,Colombia
116,1,11,top,Dream,CO,murcielagos,2020,Colombia
117,1,4,top,Eating,CO,murcielagos,2020,Colombia
118,1,4,top,China,CO,murcielagos,2020,Colombia
119,1,4,top,Mammal,CO,murcielagos,2020,Colombia
120,1,3,top,Australia,CO,murcielagos,2020,Colombia
121,1,3,top,Halloween,CO,murcielagos,2020,Colombia
122,1,3,top,Birds,CO,murcielagos,2020,Colombia
123,1,2,top,Chinese language,CO,murcielagos,2020,Colombia
124,1,2,top,Lepidoptera,CO,murcielagos,2020,Colombia
125,1,1,top,Ultrasound,CO,murcielagos,2020,Colombia
126,1,1,top,Ceiling,CO,murcielagos,2020,Colombia
127,1,1,top,Vampire bat,CO,murcielagos,2020,Colombia
128,1,1,top,Vampire,CO,murcielagos,2020,Colombia
129,1,1,top,Frequency,CO,murcielagos,2020,Colombia
130,1,1,top,Wave,CO,murcielagos,2020,Colombia
131,1,1,top,Silhouette,CO,murcielagos,2020,Colombia
132,1,1,top,Visual perception,CO,murcielagos,2020,Colombia
133,1,1,top,Oceanic dolphins,CO,murcielagos,2020,Colombia
134,0,Breakout,rising,Eating,CO,murcielagos,2020,Colombia
135,0,Breakout,rising,China,CO,murcielagos,2020,Colombia
136,0,Breakout,rising,Australia,CO,murcielagos,2020,Colombia
137,0,Breakout,rising,Chinese language,CO,murcielagos,2020,Colombia
138,0,Breakout,rising,Ultrasound,CO,murcielagos,2020,Colombia
139,0,Breakout,rising,Ceiling,CO,murcielagos,2020,Colombia
140,0,Breakout,rising,Vampire,CO,murcielagos,2020,Colombia
141,0,Breakout,rising,Frequency,CO,murcielagos,2020,Colombia
142,0,Breakout,rising,Wave,CO,murcielagos,2020,Colombia
143,0,Breakout,rising,Silhouette,CO,murcielagos,2020,Colombia
144,0,Breakout,rising,Visual perception,CO,murcielagos,2020,Colombia
145,0,Breakout,rising,Oceanic dolphins,CO,murcielagos,2020,Colombia
146,0,+180%,rising,Mammal,CO,murcielagos,2020,Colombia
147,0,+120%,rising,Halloween,CO,murcielagos,2020,Colombia
1,1,100,top,Bats,MX,murcielagos,2016,Mexico
2,1,37,top,Murciélagos F.C.,MX,murcielagos,2016,Mexico
3,1,9,top,Drawing,MX,murcielagos,2016,Mexico
4,1,5,top,Halloween,MX,murcielagos,2016,Mexico
5,1,4,top,Correcaminos UAT,MX,murcielagos,2016,Mexico
6,1,4,top,Cave,MX,murcielagos,2016,Mexico
7,1,3,top,Ascenso MX,MX,murcielagos,2016,Mexico
8,1,3,top,animation,MX,murcielagos,2016,Mexico
9,1,3,top,Paper,MX,murcielagos,2016,Mexico
10,1,2,top,Species,MX,murcielagos,2016,Mexico
11,1,2,top,Atlas F.C.,MX,murcielagos,2016,Mexico
12,1,2,top,Coras de Nayarit F.C.,MX,murcielagos,2016,Mexico
13,1,2,top,Spider,MX,murcielagos,2016,Mexico
14,1,2,top,Tampico Madero F.C.,MX,murcielagos,2016,Mexico
15,1,2,top,Ghost,MX,murcielagos,2016,Mexico
16,1,2,top,Lamborghini Murciélago,MX,murcielagos,2016,Mexico
17,1,2,top,Venados F.C.,MX,murcielagos,2016,Mexico
18,1,2,top,Los Mochis,MX,murcielagos,2016,Mexico
19,1,1,top,Result,MX,murcielagos,2016,Mexico
20,1,1,top,Vampire bat,MX,murcielagos,2016,Mexico
21,1,1,top,Scorpions,MX,murcielagos,2016,Mexico
22,1,1,top,Club Tijuana,MX,murcielagos,2016,Mexico
23,1,<1,top,D.C. United,MX,murcielagos,2016,Mexico
24,1,<1,top,Atlético San Luis,MX,murcielagos,2016,Mexico
25,1,<1,top,Tapachula,MX,murcielagos,2016,Mexico
26,0,Breakout,rising,Correcaminos UAT,MX,murcielagos,2016,Mexico
27,0,Breakout,rising,Coras de Nayarit F.C.,MX,murcielagos,2016,Mexico
28,0,Breakout,rising,Tampico Madero F.C.,MX,murcielagos,2016,Mexico
29,0,Breakout,rising,Result,MX,murcielagos,2016,Mexico
30,0,Breakout,rising,Vampire bat,MX,murcielagos,2016,Mexico
31,0,Breakout,rising,Scorpions,MX,murcielagos,2016,Mexico
32,0,Breakout,rising,Club Tijuana,MX,murcielagos,2016,Mexico
33,0,Breakout,rising,D.C. United,MX,murcielagos,2016,Mexico
34,0,Breakout,rising,Atlético San Luis,MX,murcielagos,2016,Mexico
35,0,Breakout,rising,Tapachula,MX,murcielagos,2016,Mexico
36,0,Breakout,rising,Washington,MX,murcielagos,2016,Mexico
37,0,Breakout,rising,Ireland,MX,murcielagos,2016,Mexico
38,0,Breakout,rising,England national football team,MX,murcielagos,2016,Mexico
39,0,Breakout,rising,Venados de Mazatlán,MX,murcielagos,2016,Mexico
40,0,Breakout,rising,Segunda División,MX,murcielagos,2016,Mexico
41,0,Breakout,rising,Valencia CF,MX,murcielagos,2016,Mexico
42,0,Breakout,rising,Lobos BUAP,MX,murcielagos,2016,Mexico
43,0,Breakout,rising,Liga Premier de México,MX,murcielagos,2016,Mexico
44,0,+400%,rising,Spider,MX,murcielagos,2016,Mexico
45,0,+160%,rising,Ghost,MX,murcielagos,2016,Mexico
46,0,+110%,rising,animation,MX,murcielagos,2016,Mexico
47,0,+110%,rising,Venados F.C.,MX,murcielagos,2016,Mexico
48,0,+110%,rising,Cave,MX,murcielagos,2016,Mexico
49,0,+70%,rising,Atlas F.C.,MX,murcielagos,2016,Mexico
50,0,+60%,rising,Paper,MX,murcielagos,2016,Mexico
51,1,100,top,Bats,MX,murcielagos,2017,Mexico
52,1,36,top,Murciélagos F.C.,MX,murcielagos,2017,Mexico
53,1,5,top,Club América,MX,murcielagos,2017,Mexico
54,1,5,top,Cave,MX,murcielagos,2017,Mexico
55,1,4,top,Dream,MX,murcielagos,2017,Mexico
56,1,4,top,Halloween,MX,murcielagos,2017,Mexico
57,1,4,top,Correcaminos UAT,MX,murcielagos,2017,Mexico
58,1,3,top,Ezequiel Orozco,MX,murcielagos,2017,Mexico
59,1,3,top,Ascenso MX,MX,murcielagos,2017,Mexico
60,1,3,top,Atlante F.C.,MX,murcielagos,2017,Mexico
61,1,3,top,Atlético San Luis,MX,murcielagos,2017,Mexico
62,1,3,top,C.F. Monterrey,MX,murcielagos,2017,Mexico
63,1,3,top,Team,MX,murcielagos,2017,Mexico
64,1,3,top,Cimarrones de Sonora,MX,murcielagos,2017,Mexico
65,1,2,top,Dorados de Sinaloa,MX,murcielagos,2017,Mexico
66,1,2,top,Venados F.C.,MX,murcielagos,2017,Mexico
67,1,2,top,Leones Negros UdeG,MX,murcielagos,2017,Mexico
68,1,2,top,Vampire bat,MX,murcielagos,2017,Mexico
69,1,1,top,Clash Royale,MX,murcielagos,2017,Mexico
70,1,1,top,Stadium,MX,murcielagos,2017,Mexico
71,1,1,top,Mineros de Zacatecas,MX,murcielagos,2017,Mexico
72,1,1,top,Ecology,MX,murcielagos,2017,Mexico
73,1,1,top,Biodiversity,MX,murcielagos,2017,Mexico
74,1,1,top,Wave,MX,murcielagos,2017,Mexico
75,1,1,top,Ghost,MX,murcielagos,2017,Mexico
76,0,Breakout,rising,Ezequiel Orozco,MX,murcielagos,2017,Mexico
77,0,Breakout,rising,C.F. Monterrey,MX,murcielagos,2017,Mexico
78,0,Breakout,rising,Vampire bat,MX,murcielagos,2017,Mexico
79,0,Breakout,rising,Clash Royale,MX,murcielagos,2017,Mexico
80,0,Breakout,rising,Stadium,MX,murcielagos,2017,Mexico
81,0,Breakout,rising,Mineros de Zacatecas,MX,murcielagos,2017,Mexico
82,0,Breakout,rising,Ecology,MX,murcielagos,2017,Mexico
83,0,Breakout,rising,Biodiversity,MX,murcielagos,2017,Mexico
84,0,Breakout,rising,Wave,MX,murcielagos,2017,Mexico
85,0,Breakout,rising,Ghost,MX,murcielagos,2017,Mexico
86,0,Breakout,rising,wing,MX,murcielagos,2017,Mexico
87,0,Breakout,rising,FC Twente,MX,murcielagos,2017,Mexico
88,0,Breakout,rising,Toulouse FC,MX,murcielagos,2017,Mexico
89,0,Breakout,rising,Nocturnality,MX,murcielagos,2017,Mexico
90,0,Breakout,rising,Troyes AC,MX,murcielagos,2017,Mexico
91,0,Breakout,rising,Cultural diversity,MX,murcielagos,2017,Mexico
92,0,Breakout,rising,SBV Vitesse,MX,murcielagos,2017,Mexico
93,0,+950%,rising,Club América,MX,murcielagos,2017,Mexico
94,0,+850%,rising,Cave,MX,murcielagos,2017,Mexico
95,0,+500%,rising,Atlante F.C.,MX,murcielagos,2017,Mexico
96,0,+400%,rising,Atlético San Luis,MX,murcielagos,2017,Mexico
97,0,+400%,rising,Team,MX,murcielagos,2017,Mexico
98,0,+400%,rising,Cimarrones de Sonora,MX,murcielagos,2017,Mexico
99,0,+300%,rising,Dorados de Sinaloa,MX,murcielagos,2017,Mexico
100,0,+300%,rising,Venados F.C.,MX,murcielagos,2017,Mexico
101,1,100,top,Bats,MX,murcielagos,2018,Mexico
102,1,26,top,Murciélagos F.C.,MX,murcielagos,2018,Mexico
103,1,7,top,Dream,MX,murcielagos,2018,Mexico
104,1,6,top,Halloween,MX,murcielagos,2018,Mexico
105,1,4,top,Cave,MX,murcielagos,2018,Mexico
106,1,4,top,Tapachula,MX,murcielagos,2018,Mexico
107,1,4,top,Atlante F.C.,MX,murcielagos,2018,Mexico
108,1,4,top,Celaya F.C.,MX,murcielagos,2018,Mexico
109,1,3,top,Philippines,MX,murcielagos,2018,Mexico
110,1,3,top,Cueva de los Murciélagos,MX,murcielagos,2018,Mexico
111,1,3,top,Reproduction,MX,murcielagos,2018,Mexico
112,1,3,top,Ezequiel Orozco,MX,murcielagos,2018,Mexico
113,1,2,top,Mammal,MX,murcielagos,2018,Mexico
114,1,2,top,Club Necaxa,MX,murcielagos,2018,Mexico
115,1,2,top,Sunderland A.F.C.,MX,murcielagos,2018,Mexico
116,1,2,top,Frugivore,MX,murcielagos,2018,Mexico
117,1,2,top,Player,MX,murcielagos,2018,Mexico
118,1,2,top,Liga Premier de México,MX,murcielagos,2018,Mexico
119,1,2,top,Eintracht Frankfurt,MX,murcielagos,2018,Mexico
120,1,2,top,U.C. Sampdoria,MX,murcielagos,2018,Mexico
121,1,2,top,Pollinator,MX,murcielagos,2018,Mexico
122,1,2,top,Querétaro F.C.,MX,murcielagos,2018,Mexico
123,1,1,top,Gabriel Montiel Gutiérrez,MX,murcielagos,2018,Mexico
124,1,1,top,F.C. Crotone,MX,murcielagos,2018,Mexico
125,1,1,top,RCD Espanyol de Barcelona,MX,murcielagos,2018,Mexico
126,0,Breakout,rising,Philippines,MX,murcielagos,2018,Mexico
127,0,Breakout,rising,Club Necaxa,MX,murcielagos,2018,Mexico
128,0,Breakout,rising,Sunderland A.F.C.,MX,murcielagos,2018,Mexico
129,0,Breakout,rising,Frugivore,MX,murcielagos,2018,Mexico
130,0,Breakout,rising,Liga Premier de México,MX,murcielagos,2018,Mexico
131,0,Breakout,rising,Eintracht Frankfurt,MX,murcielagos,2018,Mexico
132,0,Breakout,rising,U.C. Sampdoria,MX,murcielagos,2018,Mexico
133,0,Breakout,rising,Pollinator,MX,murcielagos,2018,Mexico
134,0,Breakout,rising,Querétaro F.C.,MX,murcielagos,2018,Mexico
135,0,Breakout,rising,Gabriel Montiel Gutiérrez,MX,murcielagos,2018,Mexico
136,0,Breakout,rising,F.C. Crotone,MX,murcielagos,2018,Mexico
137,0,Breakout,rising,RCD Espanyol de Barcelona,MX,murcielagos,2018,Mexico
138,0,Breakout,rising,Sevilla FC,MX,murcielagos,2018,Mexico
139,0,Breakout,rising,1. FSV Mainz 05,MX,murcielagos,2018,Mexico
140,0,Breakout,rising,Atlético Morelia,MX,murcielagos,2018,Mexico
141,0,Breakout,rising,Organism,MX,murcielagos,2018,Mexico
142,0,Breakout,rising,Frogs,MX,murcielagos,2018,Mexico
143,0,Breakout,rising,Diurnality,MX,murcielagos,2018,Mexico
144,0,Breakout,rising,Hull City,MX,murcielagos,2018,Mexico
145,0,+750%,rising,Tapachula,MX,murcielagos,2018,Mexico
146,0,+450%,rising,Cueva de los Murciélagos,MX,murcielagos,2018,Mexico
147,0,+450%,rising,Reproduction,MX,murcielagos,2018,Mexico
148,0,+350%,rising,Mammal,MX,murcielagos,2018,Mexico
149,0,+300%,rising,Celaya F.C.,MX,murcielagos,2018,Mexico
150,0,+150%,rising,Atlante F.C.,MX,murcielagos,2018,Mexico
151,1,100,top,Bats,MX,murcielagos,2019,Mexico
152,1,9,top,Drawing,MX,murcielagos,2019,Mexico
153,1,8,top,Murciélagos F.C.,MX,murcielagos,2019,Mexico
154,1,5,top,Halloween,MX,murcielagos,2019,Mexico
155,1,4,top,Cave,MX,murcielagos,2019,Mexico
156,1,4,top,Dream,MX,murcielagos,2019,Mexico
157,1,4,top,animation,MX,murcielagos,2019,Mexico
158,1,4,top,Species,MX,murcielagos,2019,Mexico
159,1,3,top,Philippines,MX,murcielagos,2019,Mexico
160,1,3,top,Coloring book,MX,murcielagos,2019,Mexico
161,1,3,top,Australia,MX,murcielagos,2019,Mexico
162,1,3,top,Cueva de los Murciélagos,MX,murcielagos,2019,Mexico
163,1,3,top,mold,MX,murcielagos,2019,Mexico
164,1,2,top,Gabriel Montiel Gutiérrez,MX,murcielagos,2019,Mexico
165,1,2,top,Birds,MX,murcielagos,2019,Mexico
166,1,1,top,Information,MX,murcielagos,2019,Mexico
167,1,1,top,Mus,MX,murcielagos,2019,Mexico
168,1,1,top,Vampire bat,MX,murcielagos,2019,Mexico
169,1,1,top,Frogs,MX,murcielagos,2019,Mexico
170,1,1,top,Nocturnal Animals,MX,murcielagos,2019,Mexico
171,1,1,top,Wave,MX,murcielagos,2019,Mexico
172,1,1,top,Nocturnality,MX,murcielagos,2019,Mexico
173,1,1,top,Rat,MX,murcielagos,2019,Mexico
174,0,Breakout,rising,Species,MX,murcielagos,2019,Mexico
175,0,Breakout,rising,Vampire bat,MX,murcielagos,2019,Mexico
176,0,Breakout,rising,Nocturnal Animals,MX,murcielagos,2019,Mexico
177,0,Breakout,rising,Wave,MX,murcielagos,2019,Mexico
178,0,Breakout,rising,Nocturnality,MX,murcielagos,2019,Mexico
179,0,Breakout,rising,Rat,MX,murcielagos,2019,Mexico
180,0,+400%,rising,mold,MX,murcielagos,2019,Mexico
181,0,+200%,rising,Australia,MX,murcielagos,2019,Mexico
182,0,+200%,rising,Coloring book,MX,murcielagos,2019,Mexico
183,0,+150%,rising,Information,MX,murcielagos,2019,Mexico
184,0,+150%,rising,Mus,MX,murcielagos,2019,Mexico
185,0,+150%,rising,Frogs,MX,murcielagos,2019,Mexico
186,1,100,top,Bats,MX,murcielagos,2020,Mexico
187,1,8,top,Dream,MX,murcielagos,2020,Mexico
188,1,4,top,Halloween,MX,murcielagos,2020,Mexico
189,1,3,top,Murciélagos F.C.,MX,murcielagos,2020,Mexico
190,1,3,top,Species,MX,murcielagos,2020,Mexico
191,1,2,top,Ecosystem,MX,murcielagos,2020,Mexico
192,1,2,top,Cave,MX,murcielagos,2020,Mexico
193,1,2,top,Frugivore,MX,murcielagos,2020,Mexico
194,1,1,top,Australia,MX,murcielagos,2020,Mexico
195,1,1,top,Bees,MX,murcielagos,2020,Mexico
196,1,1,top,Birds,MX,murcielagos,2020,Mexico
197,1,1,top,animation,MX,murcielagos,2020,Mexico
198,1,1,top,Rabies,MX,murcielagos,2020,Mexico
199,1,1,top,Oviparity,MX,murcielagos,2020,Mexico
200,1,1,top,Soup,MX,murcielagos,2020,Mexico
201,1,1,top,Organism,MX,murcielagos,2020,Mexico
202,1,1,top,Mammal,MX,murcielagos,2020,Mexico
203,1,1,top,Frogs,MX,murcielagos,2020,Mexico
204,1,1,top,Pest,MX,murcielagos,2020,Mexico
205,1,1,top,Pine,MX,murcielagos,2020,Mexico
206,1,1,top,Mus,MX,murcielagos,2020,Mexico
207,1,<1,top,Ear,MX,murcielagos,2020,Mexico
208,1,<1,top,Adaptation,MX,murcielagos,2020,Mexico
209,0,Breakout,rising,Ecosystem,MX,murcielagos,2020,Mexico
210,0,Breakout,rising,Frugivore,MX,murcielagos,2020,Mexico
211,0,Breakout,rising,Bees,MX,murcielagos,2020,Mexico
212,0,Breakout,rising,Oviparity,MX,murcielagos,2020,Mexico
213,0,Breakout,rising,Soup,MX,murcielagos,2020,Mexico
214,0,Breakout,rising,Organism,MX,murcielagos,2020,Mexico
215,0,Breakout,rising,Mammal,MX,murcielagos,2020,Mexico
216,0,Breakout,rising,Frogs,MX,murcielagos,2020,Mexico
217,0,Breakout,rising,Pest,MX,murcielagos,2020,Mexico
218,0,Breakout,rising,Pine,MX,murcielagos,2020,Mexico
219,0,Breakout,rising,Mus,MX,murcielagos,2020,Mexico
220,0,Breakout,rising,Ear,MX,murcielagos,2020,Mexico
221,0,Breakout,rising,Adaptation,MX,murcielagos,2020,Mexico
222,0,+120%,rising,Species,MX,murcielagos,2020,Mexico
223,0,+120%,rising,Australia,MX,murcielagos,2020,Mexico
224,0,+120%,rising,Rabies,MX,murcielagos,2020,Mexico
225,0,+120%,rising,animation,MX,murcielagos,2020,Mexico
226,0,+50%,rising,Dream,MX,murcielagos,2020,Mexico
1,1,100,top,Bats,ES,murcielagos,2016,Spain
2,1,11,top,Drawing,ES,murcielagos,2016,Spain
3,1,10,top,Cueva de los Murciélagos,ES,murcielagos,2016,Spain
4,1,9,top,Halloween,ES,murcielagos,2016,Spain
5,1,8,top,Cave,ES,murcielagos,2016,Spain
6,1,4,top,Zuheros,ES,murcielagos,2016,Spain
7,1,4,top,Lamborghini Murciélago,ES,murcielagos,2016,Spain
8,1,3,top,Box,ES,murcielagos,2016,Spain
9,1,2,top,Spider,ES,murcielagos,2016,Spain
10,1,2,top,Dream,ES,murcielagos,2016,Spain
11,1,2,top,Nest,ES,murcielagos,2016,Spain
12,1,2,top,Mouth,ES,murcielagos,2016,Spain
13,1,2,top,Batman,ES,murcielagos,2016,Spain
14,1,2,top,Species,ES,murcielagos,2016,Spain
15,1,2,top,Vampire,ES,murcielagos,2016,Spain
