,keep,subject,related_topics,value,geo,keyword,year,country
99,0,Breakout,rising,National Grid plc,GB,bats,2018,UK
100,0,Breakout,rising,Hanging,GB,bats,2018,UK
101,0,Breakout,rising,CricketDirect,GB,bats,2018,UK
102,0,Breakout,rising,Lloyds Banking Group,GB,bats,2018,UK
103,0,Breakout,rising,Mouse-eared bats,GB,bats,2018,UK
104,0,+550%,rising,Horseshoe bat,GB,bats,2018,UK
105,0,+500%,rising,Animal bite,GB,bats,2018,UK
106,0,+400%,rising,Imperial Brands,GB,bats,2018,UK
107,0,+400%,rising,MRF,GB,bats,2018,UK
108,0,+300%,rising,Horseshoe,GB,bats,2018,UK
109,0,+160%,rising,Cancer Bats,GB,bats,2018,UK
110,0,+110%,rising,Stock,GB,bats,2018,UK
111,0,+90%,rising,Share price,GB,bats,2018,UK
112,0,+80%,rising,Share,GB,bats,2018,UK
113,0,+40%,rising,Vampire,GB,bats,2018,UK
114,1,100,top,Bats,GB,bats,2019,UK
115,1,26,top,Batting,GB,bats,2019,UK
116,1,25,top,Cricket,GB,bats,2019,UK
117,1,23,top,Cricket bat,GB,bats,2019,UK
118,1,11,top,LON:BATS,GB,bats,2019,UK
119,1,10,top,Share price,GB,bats,2019,UK
120,1,10,top,Share,GB,bats,2019,UK
121,1,10,top,Stock,GB,bats,2019,UK
122,1,8,top,Table tennis,GB,bats,2019,UK
123,1,7,top,Baseball bat,GB,bats,2019,UK
124,1,7,top,Table tennis racket,GB,bats,2019,UK
125,1,4,top,Megabat,GB,bats,2019,UK
126,1,4,top,Baseball,GB,bats,2019,UK
127,1,3,top,Cancer Bats,GB,bats,2019,UK
128,1,3,top,Bats Cabs,GB,bats,2019,UK
129,1,2,top,Species,GB,bats,2019,UK
130,1,2,top,Vampire,GB,bats,2019,UK
131,1,2,top,Hibernation,GB,bats,2019,UK
132,1,2,top,Gray-Nicolls,GB,bats,2019,UK
133,1,1,top,Owls,GB,bats,2019,UK
134,1,1,top,Salix Cricket Bat Co Ltd,GB,bats,2019,UK
135,1,1,top,Squirrels,GB,bats,2019,UK
136,1,1,top,LON:ENT,GB,bats,2019,UK
137,1,1,top,Dolphin,GB,bats,2019,UK
138,1,1,top,Rat,GB,bats,2019,UK
139,0,Breakout,rising,LON:ENT,GB,bats,2019,UK
140,0,Breakout,rising,Rat,GB,bats,2019,UK
141,0,Breakout,rising,AstraZeneca,GB,bats,2019,UK
142,0,Breakout,rising,Badger,GB,bats,2019,UK
143,0,Breakout,rising,Human echolocation,GB,bats,2019,UK
144,0,Breakout,rising,LON:LLOY,GB,bats,2019,UK
145,0,+350%,rising,Squirrels,GB,bats,2019,UK
146,0,+300%,rising,Dolphin,GB,bats,2019,UK
147,0,+300%,rising,Owls,GB,bats,2019,UK
148,0,+300%,rising,Endangered species,GB,bats,2019,UK
149,0,+300%,rising,Ultrasound,GB,bats,2019,UK
150,0,+250%,rising,Cricket at the 2019 Pacific Games,GB,bats,2019,UK
151,0,+250%,rising,Salix Cricket Bat Co Ltd,GB,bats,2019,UK
152,0,+200%,rising,Gray-Nicolls,GB,bats,2019,UK
153,0,+110%,rising,Megabat,GB,bats,2019,UK
154,0,+70%,rising,Baseball bat,GB,bats,2019,UK
155,0,+70%,rising,Species,GB,bats,2019,UK
156,0,+60%,rising,Table tennis,GB,bats,2019,UK
157,0,+40%,rising,Baseball,GB,bats,2019,UK
158,0,+40%,rising,LON:BATS,GB,bats,2019,UK
159,1,100,top,Bats,GB,bats,2020,UK
160,1,12,top,Eating,GB,bats,2020,UK
161,1,11,top,Batting,GB,bats,2020,UK
162,1,9,top,Cricket bat,GB,bats,2020,UK
163,1,8,top,Cricket,GB,bats,2020,UK
164,1,8,top,China,GB,bats,2020,UK
165,1,7,top,LON:BATS,GB,bats,2020,UK
166,1,6,top,Baseball bat,GB,bats,2020,UK
167,1,5,top,Chinese language,GB,bats,2020,UK
168,1,5,top,Virus,GB,bats,2020,UK
169,1,4,top,Megabat,GB,bats,2020,UK
170,1,3,top,Table tennis,GB,bats,2020,UK
171,1,3,top,Animal,GB,bats,2020,UK
172,1,3,top,Table tennis racket,GB,bats,2020,UK
173,1,3,top,Baseball,GB,bats,2020,UK
174,1,2,top,Human,GB,bats,2020,UK
175,1,2,top,Cause,GB,bats,2020,UK
176,1,2,top,Vampire,GB,bats,2020,UK
177,1,2,top,Vampire bat,GB,bats,2020,UK
178,1,1,top,Wuhan,GB,bats,2020,UK
179,1,1,top,Severe acute respiratory syndrome,GB,bats,2020,UK
180,1,1,top,Pangolins,GB,bats,2020,UK
181,1,1,top,Ebola,GB,bats,2020,UK
182,1,<1,top,Wet market,GB,bats,2020,UK
183,1,<1,top,Severe acute respiratory syndrome coronavirus 2,GB,bats,2020,UK
184,0,Breakout,rising,China,GB,bats,2020,UK
185,0,Breakout,rising,Chinese language,GB,bats,2020,UK
186,0,Breakout,rising,Virus,GB,bats,2020,UK
187,0,Breakout,rising,Wuhan,GB,bats,2020,UK
188,0,Breakout,rising,Pangolins,GB,bats,2020,UK
189,0,Breakout,rising,Ebola,GB,bats,2020,UK
190,0,Breakout,rising,Wet market,GB,bats,2020,UK
191,0,Breakout,rising,Severe acute respiratory syndrome coronavirus 2,GB,bats,2020,UK
192,0,Breakout,rising,Fastpitch softball,GB,bats,2020,UK
193,0,Breakout,rising,Goth subculture,GB,bats,2020,UK
194,0,Breakout,rising,Bat virome,GB,bats,2020,UK
195,0,Breakout,rising,Laboratory,GB,bats,2020,UK
196,0,"+1,800%",rising,Cause,GB,bats,2020,UK
197,0,+950%,rising,Severe acute respiratory syndrome,GB,bats,2020,UK
198,0,+400%,rising,Eating,GB,bats,2020,UK
199,0,+300%,rising,Human,GB,bats,2020,UK
200,0,+90%,rising,Megabat,GB,bats,2020,UK
201,0,+80%,rising,Animal,GB,bats,2020,UK
202,0,+60%,rising,Bats,GB,bats,2020,UK
1,1,100,top,Bats,US,bats,2016,USA
2,1,62,top,Baseball bat,US,bats,2016,USA
3,1,25,top,Baseball,US,bats,2016,USA
4,1,17,top,Softball,US,bats,2016,USA
5,1,14,top,Softball Bat,US,bats,2016,USA
6,1,8,top,Wood,US,bats,2016,USA
7,1,7,top,Easton,US,bats,2016,USA
8,1,5,top,JustBats.com,US,bats,2016,USA
9,1,5,top,DeMarini,US,bats,2016,USA
10,1,5,top,Louisville Bats,US,bats,2016,USA
11,1,4,top,Fastpitch softball,US,bats,2016,USA
12,1,4,top,Louisville Slugger,US,bats,2016,USA
13,1,3,top,BBCOR,US,bats,2016,USA
14,1,3,top,Sports league,US,bats,2016,USA
15,1,3,top,Composite material,US,bats,2016,USA
16,1,3,top,Youth,US,bats,2016,USA
17,1,3,top,Pitch,US,bats,2016,USA
18,1,2,top,Megabat,US,bats,2016,USA
19,1,2,top,Louisville,US,bats,2016,USA
20,1,2,top,Vampire,US,bats,2016,USA
21,1,2,top,Vampire bat,US,bats,2016,USA
22,1,2,top,Combat,US,bats,2016,USA
23,1,2,top,Dick's Sporting Goods,US,bats,2016,USA
24,1,2,top,Closeout Bats,US,bats,2016,USA
25,1,2,top,Ball,US,bats,2016,USA
26,0,Breakout,rising,Stardew Valley,US,bats,2016,USA
27,0,"+2,200%",rising,Mushroom,US,bats,2016,USA
28,0,+200%,rising,Victus Sports,US,bats,2016,USA
29,0,+170%,rising,bat box,US,bats,2016,USA
30,0,+120%,rising,Louisville Slugger Museum & Factory,US,bats,2016,USA
31,0,+110%,rising,Endangered species,US,bats,2016,USA
32,0,+100%,rising,Fruit Bats,US,bats,2016,USA
33,0,+60%,rising,Old Hickory Baseball Bat Co,US,bats,2016,USA
34,0,+50%,rising,Combat,US,bats,2016,USA
35,0,+50%,rising,Hillerich & Bradsby,US,bats,2016,USA
36,0,+40%,rising,Pitch,US,bats,2016,USA
37,1,100,top,Bats,US,bats,2017,USA
38,1,65,top,Baseball bat,US,bats,2017,USA
39,1,26,top,Baseball,US,bats,2017,USA
40,1,18,top,Softball,US,bats,2017,USA
41,1,16,top,Softball Bat,US,bats,2017,USA
42,1,9,top,Wood,US,bats,2017,USA
43,1,7,top,DeMarini,US,bats,2017,USA
44,1,6,top,JustBats.com,US,bats,2017,USA
45,1,6,top,Easton,US,bats,2017,USA
46,1,6,top,Louisville Bats,US,bats,2017,USA
47,1,5,top,Sports league,US,bats,2017,USA
48,1,4,top,Fastpitch softball,US,bats,2017,USA
49,1,4,top,Austin,US,bats,2017,USA
50,1,4,top,Little League Baseball,US,bats,2017,USA
51,1,4,top,BBCOR,US,bats,2017,USA
52,1,4,top,Louisville Slugger,US,bats,2017,USA
53,1,3,top,Youth,US,bats,2017,USA
54,1,3,top,Vampire,US,bats,2017,USA
55,1,3,top,Vampire bat,US,bats,2017,USA
56,1,3,top,Composite material,US,bats,2017,USA
57,1,2,top,Megabat,US,bats,2017,USA
58,1,2,top,Closeout Bats,US,bats,2017,USA
59,1,2,top,Marucci Sports,US,bats,2017,USA
60,1,2,top,Louisville,US,bats,2017,USA
61,1,2,top,Pitch,US,bats,2017,USA
62,0,Breakout,rising,Clash Royale,US,bats,2017,USA
63,0,+400%,rising,Moab,US,bats,2017,USA
64,0,+140%,rising,Dirty South Bats,US,bats,2017,USA
65,0,+130%,rising,Rodent,US,bats,2017,USA
66,0,+130%,rising,Alloy,US,bats,2017,USA
67,0,+110%,rising,Axe,US,bats,2017,USA
68,0,+100%,rising,Cincinnati Reds,US,bats,2017,USA
69,0,+90%,rising,Chimney,US,bats,2017,USA
70,0,+80%,rising,Little League Baseball,US,bats,2017,USA
71,0,+80%,rising,Little brown bat,US,bats,2017,USA
72,0,+70%,rising,Dicks,US,bats,2017,USA
73,1,100,top,Bats,US,bats,2018,USA
74,1,65,top,Baseball bat,US,bats,2018,USA
75,1,25,top,Baseball,US,bats,2018,USA
76,1,18,top,Softball,US,bats,2018,USA
77,1,15,top,Softball Bat,US,bats,2018,USA
78,1,7,top,DeMarini,US,bats,2018,USA
79,1,7,top,Wood,US,bats,2018,USA
80,1,7,top,JustBats.com,US,bats,2018,USA
81,1,6,top,Easton,US,bats,2018,USA
82,1,6,top,Louisville Bats,US,bats,2018,USA
83,1,4,top,Fastpitch softball,US,bats,2018,USA
84,1,4,top,Austin,US,bats,2018,USA
85,1,3,top,Sports league,US,bats,2018,USA
86,1,3,top,BBCOR,US,bats,2018,USA
87,1,3,top,Louisville Slugger,US,bats,2018,USA
88,1,3,top,Closeout Bats,US,bats,2018,USA
89,1,3,top,Vampire bat,US,bats,2018,USA
90,1,3,top,Little League Baseball,US,bats,2018,USA
91,1,3,top,Vampire,US,bats,2018,USA
92,1,3,top,Megabat,US,bats,2018,USA
93,1,3,top,Dick's Sporting Goods,US,bats,2018,USA
94,1,3,top,Youth,US,bats,2018,USA
95,1,3,top,United States Specialty Sports Association,US,bats,2018,USA
96,1,2,top,Louisville,US,bats,2018,USA
97,1,2,top,Marucci Sports,US,bats,2018,USA
98,0,Breakout,rising,Hammer-headed bat,US,bats,2018,USA
99,0,+500%,rising,Ghost bat,US,bats,2018,USA
100,0,+300%,rising,Giant golden-crowned flying fox,US,bats,2018,USA
101,0,+150%,rising,José Bautista,US,bats,2018,USA
102,0,+120%,rising,Dirty South Bats,US,bats,2018,USA
103,0,+120%,rising,2019 Demarini CF Zen Fastpitch Softball Bat,US,bats,2018,USA
104,0,+100%,rising,United States Specialty Sports Association,US,bats,2018,USA
105,0,+100%,rising,Rodent,US,bats,2018,USA
106,0,+100%,rising,Dick's Sporting Goods,US,bats,2018,USA
107,0,+90%,rising,USA Baseball,US,bats,2018,USA
108,0,+80%,rising,Tee-ball,US,bats,2018,USA
109,0,+80%,rising,Flying foxes,US,bats,2018,USA
110,0,+80%,rising,Academy,US,bats,2018,USA
111,0,+60%,rising,Wing,US,bats,2018,USA
112,0,+60%,rising,Habitat,US,bats,2018,USA
113,0,+60%,rising,Mammal,US,bats,2018,USA
114,0,+60%,rising,Species,US,bats,2018,USA
115,0,+60%,rising,Congress Avenue Bridge,US,bats,2018,USA
116,0,+60%,rising,Easton Ghost Fastpitch Softball Bat,US,bats,2018,USA
117,0,+60%,rising,Chimney,US,bats,2018,USA
118,1,100,top,Bats,US,bats,2019,USA
119,1,50,top,Baseball bat,US,bats,2019,USA
120,1,19,top,Baseball,US,bats,2019,USA
121,1,15,top,Softball,US,bats,2019,USA
122,1,13,top,Softball Bat,US,bats,2019,USA
123,1,7,top,Wood,US,bats,2019,USA
124,1,6,top,DeMarini,US,bats,2019,USA
125,1,5,top,Louisville Bats,US,bats,2019,USA
126,1,5,top,JustBats.com,US,bats,2019,USA
127,1,5,top,Austin,US,bats,2019,USA
128,1,5,top,Easton,US,bats,2019,USA
129,1,4,top,Megabat,US,bats,2019,USA
130,1,3,top,Louisville Slugger,US,bats,2019,USA
131,1,3,top,Vampire,US,bats,2019,USA
132,1,3,top,BBCOR,US,bats,2019,USA
133,1,3,top,Fastpitch softball,US,bats,2019,USA
134,1,3,top,Vampire bat,US,bats,2019,USA
135,1,3,top,United States Specialty Sports Association,US,bats,2019,USA
136,1,3,top,Louisville,US,bats,2019,USA
137,1,2,top,Marucci Sports,US,bats,2019,USA
138,1,2,top,Dick's Sporting Goods,US,bats,2019,USA
139,1,2,top,Composite material,US,bats,2019,USA
140,1,2,top,Closeout Bats,US,bats,2019,USA
141,1,1,top,Aluminium,US,bats,2019,USA
142,1,1,top,Victus,US,bats,2019,USA
143,0,+400%,rising,Anarchy,US,bats,2019,USA
144,0,+140%,rising,Victus Sports,US,bats,2019,USA
145,0,+130%,rising,Victus,US,bats,2019,USA
146,0,+120%,rising,Adaptation,US,bats,2019,USA
147,0,+100%,rising,Home run,US,bats,2019,USA
148,0,+90%,rising,Kitti's hog-nosed bat,US,bats,2019,USA
149,0,+80%,rising,Flying foxes,US,bats,2019,USA
150,0,+80%,rising,Hit,US,bats,2019,USA
151,0,+80%,rising,Fruit Bats,US,bats,2019,USA
152,0,+60%,rising,Aluminium,US,bats,2019,USA
153,0,+60%,rising,Mushroom,US,bats,2019,USA
154,0,+50%,rising,Megabat,US,bats,2019,USA
155,1,100,top,Bats,US,bats,2020,USA
156,1,30,top,Baseball bat,US,bats,2020,USA
157,1,11,top,Baseball,US,bats,2020,USA
158,1,10,top,Eating,US,bats,2020,USA
159,1,7,top,Softball,US,bats,2020,USA
160,1,6,top,Softball Bat,US,bats,2020,USA
161,1,5,top,China,US,bats,2020,USA
162,1,3,top,Wood,US,bats,2020,USA
163,1,3,top,DeMarini,US,bats,2020,USA
164,1,3,top,Easton,US,bats,2020,USA
165,1,3,top,Human,US,bats,2020,USA
166,1,3,top,JustBats.com,US,bats,2020,USA
167,1,3,top,Chinese language,US,bats,2020,USA
168,1,2,top,BBCOR,US,bats,2020,USA
169,1,2,top,Vampire,US,bats,2020,USA
170,1,2,top,Megabat,US,bats,2020,USA
171,1,2,top,Vampire bat,US,bats,2020,USA
172,1,2,top,Louisville Slugger,US,bats,2020,USA
173,1,2,top,Fastpitch softball,US,bats,2020,USA
174,1,2,top,United States Specialty Sports Association,US,bats,2020,USA
175,1,1,top,Mammal,US,bats,2020,USA
176,1,1,top,Wuhan,US,bats,2020,USA
177,1,1,top,Honduran white bat,US,bats,2020,USA
178,1,1,top,Washington quarter,US,bats,2020,USA
179,1,1,top,Philippines,US,bats,2020,USA
180,0,Breakout,rising,Wuhan,US,bats,2020,USA
181,0,Breakout,rising,Washington quarter,US,bats,2020,USA
182,0,Breakout,rising,Wet market,US,bats,2020,USA
183,0,Breakout,rising,Bat virome,US,bats,2020,USA
184,0,Breakout,rising,Severe acute respiratory syndrome coronavirus 2,US,bats,2020,USA
185,0,"+4,850%",rising,China,US,bats,2020,USA
186,0,"+4,400%",rising,Chinese language,US,bats,2020,USA
187,0,"+4,250%",rising,Pangolins,US,bats,2020,USA
188,0,"+1,800%",rising,Severe acute respiratory syndrome,US,bats,2020,USA
189,0,"+1,800%",rising,Horseshoe bat,US,bats,2020,USA
190,0,+900%,rising,Philippines,US,bats,2020,USA
191,0,+550%,rising,Honduran white bat,US,bats,2020,USA
192,0,+500%,rising,Horseshoe,US,bats,2020,USA
193,0,+400%,rising,Goods,US,bats,2020,USA
194,0,+250%,rising,Human,US,bats,2020,USA
195,0,+250%,rising,Eating,US,bats,2020,USA
1,1,100,top,Bats,AR,murcielagos,2016,Argentina
2,1,9,top,Dream,AR,murcielagos,2016,Argentina
3,1,6,top,Football,AR,murcielagos,2016,Argentina
4,1,4,top,Sound,AR,murcielagos,2016,Argentina
5,1,3,top,Murciélagos F.C.,AR,murcielagos,2016,Argentina
6,1,2,top,Ultrasound,AR,murcielagos,2016,Argentina
7,1,2,top,Lamborghini Murciélago,AR,murcielagos,2016,Argentina
8,1,2,top,Halloween,AR,murcielagos,2016,Argentina
9,1,2,top,Paralympic Games,AR,murcielagos,2016,Argentina
10,1,2,top,Vampire,AR,murcielagos,2016,Argentina
11,1,1,top,Goalkeeper,AR,murcielagos,2016,Argentina
12,1,1,top,Rabies,AR,murcielagos,2016,Argentina
13,1,1,top,Exterminator,AR,murcielagos,2016,Argentina
14,1,1,top,Spider,AR,murcielagos,2016,Argentina
15,1,1,top,Habitat,AR,murcielagos,2016,Argentina
16,0,Breakout,rising,Paralympic Games,AR,murcielagos,2016,Argentina
17,0,Breakout,rising,Goalkeeper,AR,murcielagos,2016,Argentina
18,0,Breakout,rising,Exterminator,AR,murcielagos,2016,Argentina
19,0,Breakout,rising,Spider,AR,murcielagos,2016,Argentina
20,0,Breakout,rising,Habitat,AR,murcielagos,2016,Argentina
21,0,+190%,rising,Football,AR,murcielagos,2016,Argentina
22,0,+170%,rising,Sound,AR,murcielagos,2016,Argentina
23,0,+100%,rising,Dream,AR,murcielagos,2016,Argentina
24,0,+60%,rising,Ultrasound,AR,murcielagos,2016,Argentina
25,0,+50%,rising,Murciélagos F.C.,AR,murcielagos,2016,Argentina
26,1,100,top,Bats,AR,murcielagos,2017,Argentina
27,1,6,top,Dream,AR,murcielagos,2017,Argentina
28,1,3,top,Clash Royale,AR,murcielagos,2017,Argentina
29,1,2,top,Naphthalene,AR,murcielagos,2017,Argentina
30,1,2,top,Poison,AR,murcielagos,2017,Argentina
31,1,2,top,Sonar,AR,murcielagos,2017,Argentina
32,1,2,top,Murciélagos F.C.,AR,murcielagos,2017,Argentina
33,1,2,top,Ultrasound,AR,murcielagos,2017,Argentina
34,1,1,top,Fly,AR,murcielagos,2017,Argentina
35,1,1,top,Batman,AR,murcielagos,2017,Argentina
36,1,1,top,Foot,AR,murcielagos,2017,Argentina
37,1,1,top,Rabies,AR,murcielagos,2017,Argentina
38,1,1,top,Nest,AR,murcielagos,2017,Argentina
39,1,1,top,Rat,AR,murcielagos,2017,Argentina
40,1,1,top,wing,AR,murcielagos,2017,Argentina
41,1,1,top,Spider,AR,murcielagos,2017,Argentina
42,1,1,top,Noise,AR,murcielagos,2017,Argentina
43,0,Breakout,rising,Clash Royale,AR,murcielagos,2017,Argentina
44,0,Breakout,rising,Naphthalene,AR,murcielagos,2017,Argentina
45,0,Breakout,rising,Fly,AR,murcielagos,2017,Argentina
46,0,Breakout,rising,Batman,AR,murcielagos,2017,Argentina
47,0,Breakout,rising,Foot,AR,murcielagos,2017,Argentina
48,0,Breakout,rising,Rabies,AR,murcielagos,2017,Argentina
49,0,Breakout,rising,Nest,AR,murcielagos,2017,Argentina
50,0,Breakout,rising,Rat,AR,murcielagos,2017,Argentina
51,0,Breakout,rising,wing,AR,murcielagos,2017,Argentina
52,0,Breakout,rising,Spider,AR,murcielagos,2017,Argentina
53,0,Breakout,rising,Noise,AR,murcielagos,2017,Argentina
54,0,+80%,rising,Sonar,AR,murcielagos,2017,Argentina
55,0,+80%,rising,Poison,AR,murcielagos,2017,Argentina
56,0,+80%,rising,Ultrasound,AR,murcielagos,2017,Argentina
57,1,100,top,Bats,AR,murcielagos,2018,Argentina
58,1,8,top,Murciélagos F.C.,AR,murcielagos,2018,Argentina
59,1,6,top,Dream,AR,murcielagos,2018,Argentina
60,1,6,top,Football,AR,murcielagos,2018,Argentina
61,1,3,top,Philippines,AR,murcielagos,2018,Argentina
62,1,3,top,Team,AR,murcielagos,2018,Argentina
63,1,2,top,Rabies,AR,murcielagos,2018,Argentina
64,1,2,top,Pest,AR,murcielagos,2018,Argentina
65,1,1,top,Oceanic dolphins,AR,murcielagos,2018,Argentina
66,1,1,top,Temaikèn,AR,murcielagos,2018,Argentina
67,1,1,top,Birds,AR,murcielagos,2018,Argentina
68,1,1,top,Hunting,AR,murcielagos,2018,Argentina
69,1,1,top,Rat,AR,murcielagos,2018,Argentina
70,1,1,top,Poison,AR,murcielagos,2018,Argentina
71,1,1,top,rabies transmission by bats,AR,murcielagos,2018,Argentina
72,1,1,top,Eating,AR,murcielagos,2018,Argentina
73,1,1,top,Pest control,AR,murcielagos,2018,Argentina
74,1,1,top,Nest,AR,murcielagos,2018,Argentina
75,1,1,top,Bears,AR,murcielagos,2018,Argentina
76,1,1,top,Offspring,AR,murcielagos,2018,Argentina
77,1,1,top,Disease,AR,murcielagos,2018,Argentina
78,0,Breakout,rising,Philippines,AR,murcielagos,2018,Argentina
79,0,Breakout,rising,Oceanic dolphins,AR,murcielagos,2018,Argentina
80,0,Breakout,rising,Hunting,AR,murcielagos,2018,Argentina
81,0,Breakout,rising,rabies transmission by bats,AR,murcielagos,2018,Argentina
82,0,Breakout,rising,Eating,AR,murcielagos,2018,Argentina
83,0,Breakout,rising,Pest control,AR,murcielagos,2018,Argentina
84,0,Breakout,rising,Nest,AR,murcielagos,2018,Argentina
85,0,Breakout,rising,Bears,AR,murcielagos,2018,Argentina
86,0,Breakout,rising,Offspring,AR,murcielagos,2018,Argentina
87,0,Breakout,rising,Disease,AR,murcielagos,2018,Argentina
88,0,+750%,rising,Murciélagos F.C.,AR,murcielagos,2018,Argentina
89,0,+300%,rising,Team,AR,murcielagos,2018,Argentina
90,0,+130%,rising,Rabies,AR,murcielagos,2018,Argentina
91,0,+130%,rising,Pest,AR,murcielagos,2018,Argentina
92,0,+130%,rising,Football,AR,murcielagos,2018,Argentina
93,0,+50%,rising,Temaikèn,AR,murcielagos,2018,Argentina
94,1,100,top,Bats,AR,murcielagos,2019,Argentina
95,1,5,top,Dream,AR,murcielagos,2019,Argentina
96,1,3,top,Murciélagos F.C.,AR,murcielagos,2019,Argentina
97,1,3,top,Vampirina,AR,murcielagos,2019,Argentina
98,1,3,top,Rabies,AR,murcielagos,2019,Argentina
99,1,3,top,Ultrasound,AR,murcielagos,2019,Argentina
100,1,3,top,Temaikèn,AR,murcielagos,2019,Argentina
101,1,2,top,Insect repellent,AR,murcielagos,2019,Argentina
102,1,2,top,Noise,AR,murcielagos,2019,Argentina
103,1,2,top,Halloween,AR,murcielagos,2019,Argentina
104,1,2,top,Vampire,AR,murcielagos,2019,Argentina
105,1,1,top,Poison,AR,murcielagos,2019,Argentina
106,1,1,top,Sound,AR,murcielagos,2019,Argentina
107,1,1,top,Pest,AR,murcielagos,2019,Argentina
108,1,1,top,Feces,AR,murcielagos,2019,Argentina
109,1,1,top,Egg,AR,murcielagos,2019,Argentina
110,1,1,top,Rat,AR,murcielagos,2019,Argentina
111,1,1,top,Window blind,AR,murcielagos,2019,Argentina
112,1,1,top,Cave,AR,murcielagos,2019,Argentina
113,1,1,top,Vampire bat,AR,murcielagos,2019,Argentina
114,0,Breakout,rising,Vampirina,AR,murcielagos,2019,Argentina
115,0,Breakout,rising,Ultrasound,AR,murcielagos,2019,Argentina
116,0,Breakout,rising,Halloween,AR,murcielagos,2019,Argentina
117,0,Breakout,rising,Egg,AR,murcielagos,2019,Argentina
118,0,Breakout,rising,Window blind,AR,murcielagos,2019,Argentina
119,0,+350%,rising,Temaikèn,AR,murcielagos,2019,Argentina
120,0,+250%,rising,Insect repellent,AR,murcielagos,2019,Argentina
121,0,+250%,rising,Noise,AR,murcielagos,2019,Argentina
122,0,+140%,rising,Sound,AR,murcielagos,2019,Argentina
123,0,+140%,rising,Feces,AR,murcielagos,2019,Argentina
124,0,+80%,rising,Vampire,AR,murcielagos,2019,Argentina
125,0,+60%,rising,Rabies,AR,murcielagos,2019,Argentina
126,1,100,top,Bats,AR,murcielagos,2020,Argentina
127,1,7,top,Dream,AR,murcielagos,2020,Argentina
128,1,7,top,China,AR,murcielagos,2020,Argentina
129,1,6,top,Chinese language,AR,murcielagos,2020,Argentina
130,1,4,top,Animal,AR,murcielagos,2020,Argentina
131,1,4,top,Eating,AR,murcielagos,2020,Argentina
132,1,3,top,Sound,AR,murcielagos,2020,Argentina
133,1,2,top,Ceiling,AR,murcielagos,2020,Argentina
134,1,1,top,Frequency,AR,murcielagos,2020,Argentina
135,1,1,top,Mammal,AR,murcielagos,2020,Argentina
136,1,1,top,Species,AR,murcielagos,2020,Argentina
137,1,1,top,Soup,AR,murcielagos,2020,Argentina
138,1,1,top,Rabies,AR,murcielagos,2020,Argentina
139,1,1,top,Wuhan,AR,murcielagos,2020,Argentina
140,1,1,top,True toad,AR,murcielagos,2020,Argentina
141,1,1,top,Invasion,AR,murcielagos,2020,Argentina
142,1,1,top,Flight,AR,murcielagos,2020,Argentina
143,1,1,top,Hibernation,AR,murcielagos,2020,Argentina
144,1,1,top,Lepidoptera,AR,murcielagos,2020,Argentina
145,1,1,top,Animal migration,AR,murcielagos,2020,Argentina
146,1,<1,top,Giant golden-crowned flying fox,AR,murcielagos,2020,Argentina
147,1,<1,top,Stimulus,AR,murcielagos,2020,Argentina
148,1,<1,top,Vertebrate,AR,murcielagos,2020,Argentina
149,1,<1,top,Herbivore,AR,murcielagos,2020,Argentina
150,0,Breakout,rising,China,AR,murcielagos,2020,Argentina
151,0,Breakout,rising,Chinese language,AR,murcielagos,2020,Argentina
152,0,Breakout,rising,Frequency,AR,murcielagos,2020,Argentina
153,0,Breakout,rising,Species,AR,murcielagos,2020,Argentina
154,0,Breakout,rising,Soup,AR,murcielagos,2020,Argentina
155,0,Breakout,rising,Wuhan,AR,murcielagos,2020,Argentina
156,0,Breakout,rising,True toad,AR,murcielagos,2020,Argentina
157,0,Breakout,rising,Invasion,AR,murcielagos,2020,Argentina
158,0,Breakout,rising,Flight,AR,murcielagos,2020,Argentina
159,0,Breakout,rising,Hibernation,AR,murcielagos,2020,Argentina
160,0,Breakout,rising,Lepidoptera,AR,murcielagos,2020,Argentina
161,0,Breakout,rising,Animal migration,AR,murcielagos,2020,Argentina
162,0,Breakout,rising,Giant golden-crowned flying fox,AR,murcielagos,2020,Argentina
163,0,Breakout,rising,Stimulus,AR,murcielagos,2020,Argentina
164,0,Breakout,rising,Vertebrate,AR,murcielagos,2020,Argentina
165,0,Breakout,rising,Herbivore,AR,murcielagos,2020,Argentina
166,0,+110%,rising,Animal,AR,murcielagos,2020,Argentina
167,0,+100%,rising,Dream,AR,murcielagos,2020,Argentina
168,0,+90%,rising,Eating,AR,murcielagos,2020,Argentina
1,1,100,top,Bats,CL,murcielagos,2016,Chile
2,1,11,top,Dream,CL,murcielagos,2016,Chile
3,1,7,top,Lamborghini Murciélago,CL,murcielagos,2016,Chile
4,1,4,top,Halloween,CL,murcielagos,2016,Chile
5,1,4,top,Insect repellent,CL,murcielagos,2016,Chile
6,0,Breakout,rising,Lamborghini Murciélago,CL,murcielagos,2016,Chile
7,0,Breakout,rising,Insect repellent,CL,murcielagos,2016,Chile
8,1,100,top,Bats,CL,murcielagos,2017,Chile
9,1,7,top,Drawing,CL,murcielagos,2017,Chile
10,1,7,top,Dream,CL,murcielagos,2017,Chile
11,1,4,top,Animal,CL,murcielagos,2017,Chile
12,1,2,top,Pest,CL,murcielagos,2017,Chile
13,1,2,top,Eating,CL,murcielagos,2017,Chile
14,1,2,top,Halloween,CL,murcielagos,2017,Chile
