label,count,year
Forward,1.7857,2019
Double,1.7857,2019
Rats,1.7857,2019
Mini,1.7857,2019
Wall,1.7857,2019
Compound,1.7857,2019
Rain,1.7857,2019
Innings,1.7857,2019
Absolutely,1.7857,2019
Means,1.7857,2019
Fox,1.7857,2019
Bringing,1.7857,2019
Roll,1.7857,2019
Waste,1.7857,2019
Reporter,1.7857,2019
Named,1.7857,2019
Operate,1.7857,2019
Themselves,1.7857,2019
Cohen,1.7857,2019
Halfway,1.7857,2019
Ahead,1.7857,2019
Ass,1.7857,2019
Music,1.7857,2019
Atlanta,1.7857,2019
Political,1.7857,2019
Somebody,1.7857,2019
Investors,1.7857,2019
Brave,1.7857,2019
Angeles,1.7857,2019
Kids,1.7857,2019
Ruth,1.7857,2019
Profitable,1.7857,2019
Forest,1.7857,2019
Powerful,1.7857,2019
Washington,1.7857,2019
Acted,1.7857,2019
Gang,1.7857,2019
Pres,1.7857,2019
Etched,1.7857,2019
Revenue,1.7857,2019
Moving,1.7857,2019
Fearsome,1.7857,2019
Battle,1.7857,2019
Federal,1.7857,2019
Former,1.7857,2019
Developed,1.7857,2019
Knives,1.7857,2019
Agility,1.7857,2019
Try,1.7857,2019
Paint,1.7857,2019
Sunday,1.7857,2019
Dangerous,1.7857,2019
Floor,1.7857,2019
Health,1.7857,2019
Falls,1.7857,2019
Short,1.7857,2019
Blasio,1.7857,2019
Facility,1.7857,2019
Latest,1.7857,2019
Works,1.7857,2019
Along,1.7857,2019
Sox,1.7857,2019
Workers,1.7857,2019
Tweet,1.7857,2019
Saw,1.7857,2019
Play,1.7857,2019
Virus,21.4599,2020
Viruses,19.2701,2020
Humans,10.073,2020
Coronavirus,9.3431,2020
Species,8.4672,2020
Market,8.3212,2020
Wet,8.3212,2020
Came,8.1752,2020
China,7.8832,2020
Wuhan,7.7372,2020
Don,7.5912,2020
Sars,7.5912,2020
Believe,7.0073,2020
Covid,6.7153,2020
Animals,6.5693,2020
Human,6.5693,2020
Why,6.4234,2020
Scientists,5.5474,2020
Horseshoe,5.2555,2020
Different,5.2555,2020
Disease,4.8175,2020
Kind,4.6715,2020
Research,4.3796,2020
Host,4.3796,2020
Caves,4.2336,2020
Animal,4.2336,2020
Actually,4.2336,2020
World,4.2336,2020
Chinese,4.2336,2020
Miles,3.7956,2020
Originated,3.7956,2020
Away,3.6496,2020
Outbreak,3.6496,2020
Small,3.6496,2020
Immune,3.6496,2020
Diseases,3.5036,2020
Coronaviruses,3.5036,2020
Lab,3.5036,2020
Similar,3.3577,2020
Night,3.3577,2020
Contact,3.2117,2020
Climate,3.2117,2020
Markets,3.2117,2020
Basically,3.2117,2020
Bombs,3.0657,2020
Sick,3.0657,2020
Ebola,3.0657,2020
Let,3.0657,2020
Infected,3.0657,2020
Good,3.0657,2020
Yes,3.0657,2020
Live,3.0657,2020
Flying,2.9197,2020
Change,2.9197,2020
Question,2.9197,2020
Carry,2.9197,2020
Directly,2.7737,2020
Never,2.7737,2020
Theory,2.7737,2020
Thousands,2.7737,2020
Food,2.7737,2020
Higher,2.6277,2020
Goes,2.6277,2020
Investigating,2.6277,2020
Hold,2.6277,2020
Spread,2.6277,2020
Too,2.6277,2020
Coming,2.6277,2020
Cave,2.6277,2020
Birds,2.4818,2020
Nature,2.4818,2020
History,2.4818,2020
Epidemic,2.4818,2020
Blood,2.4818,2020
Hard,2.4818,2020
Wild,2.3358,2020
Mammals,2.3358,2020
Does,2.3358,2020
Bad,2.3358,2020
System,2.3358,2020
Mouth,2.3358,2020
Reality,2.3358,2020
Probably,2.3358,2020
Sold,2.3358,2020
Looking,2.3358,2020
Government,2.1898,2020
Talking,2.1898,2020
Understand,2.1898,2020
Getting,2.1898,2020
Nose,2.1898,2020
Cause,2.1898,2020
Jesse,2.0438,2020
Fighting,2.0438,2020
Biology,2.0438,2020
Eating,2.0438,2020
California,2.0438,2020
Might,2.0438,2020
Ways,2.0438,2020
Shed,2.0438,2020
Bringing,2.0438,2020
Likely,2.0438,2020
Taking,2.0438,2020
Dogs,2.0438,2020
Vampire,2.0438,2020
Idea,2.0438,2020
Mother,2.0438,2020
Evidence,2.0438,2020
Working,1.8978,2020
Little,1.8978,2020
Sure,1.8978,2020
Went,1.8978,2020
Special,1.8978,2020
Transmit,1.8978,2020
Fact,1.8978,2020
Eat,1.8978,2020
Insect,1.8978,2020
Fight,1.7518,2020
Diversity,1.7518,2020
Area,1.7518,2020
War,1.7518,2020
Pandemic,1.7518,2020
Happened,1.7518,2020
Face,1.7518,2020
Urine,1.7518,2020
Find,1.7518,2020
Bomb,1.7518,2020
Put,1.7518,2020
Debate,1.7518,2020
Point,1.7518,2020
Purpose,1.7518,2020
Thank,1.6058,2020
Interesting,1.6058,2020
Fungus,1.6058,2020
Global,1.6058,2020
Comes,1.6058,2020
Fire,1.6058,2020
Experience,1.6058,2020
Carrying,1.6058,2020
Questions,1.6058,2020
Original,1.6058,2020
Group,1.6058,2020
Effort,1.6058,2020
Mammal,1.6058,2020
Happen,1.6058,2020
Ugly,1.6058,2020
Seen,1.6058,2020
Exactly,1.6058,2020
President,1.6058,2020
Studying,1.6058,2020
Yeah,1.6058,2020
Unique,1.6058,2020
Attached,1.6058,2020
300,1.6058,2020
Dangerous,1.6058,2020
Instance,1.6058,2020
Doesn,1.6058,2020
Anderson,1.6058,2020
Trying,1.6058,2020
Certain,1.4599,2020
Police,1.4599,2020
Center,1.4599,2020
Perfect,1.4599,2020
Control,1.4599,2020
Populations,1.4599,2020
Together,1.4599,2020
Particular,1.4599,2020
Brook,1.4599,2020
Themselves,1.4599,2020
Thought,1.4599,2020
Within,1.4599,2020
Trade,1.4599,2020
Looks,1.4599,2020
Spiders,1.4599,2020
Clear,1.4599,2020
Enemy,1.4599,2020
Accident,1.4599,2020
2003,1.4599,2020
Potentially,1.3139,2020
Villages,1.3139,2020
Towns,1.3139,2020
Itself,1.3139,2020
Mystery,1.3139,2020
Exist,1.3139,2020
Firebomb,1.3139,2020
600,1.3139,2020
Habitat,1.3139,2020
Identified,1.3139,2020
Incendiary,1.3139,2020
Answer,1.3139,2020
Strap,1.3139,2020
Jump,1.3139,2020
Damage,1.3139,2020
2000,1.3139,2020
Someone,1.3139,2020
Researchers,1.3139,2020
Among,1.3139,2020
Facilities,1.3139,2020
Viral,1.3139,2020
Ability,1.3139,2020
Physics,1.3139,2020
Topics,1.3139,2020
Infect,1.3139,2020
Touch,1.3139,2020
Wanted,1.3139,2020
Chemistry,1.3139,2020
Roughly,1.3139,2020
Far,1.3139,2020
Purposes,1.3139,2020
Once,1.3139,2020
Killed,1.3139,2020
Either,1.3139,2020
Tell,1.3139,2020
Learn,1.3139,2020
Contribution,1.3139,2020
Carrier,1.3139,2020
Source,1.1679,2020
Known,1.1679,2020
Reporting,1.1679,2020
Danielle,1.1679,2020
Systems,1.1679,2020
Doing,1.1679,2020
Something,1.1679,2020
Cases,1.1679,2020
Explain,1.1679,2020
Facing,1.1679,2020
Tend,1.1679,2020
Feel,1.1679,2020
America,1.1679,2020
Love,1.1679,2020
Whether,1.1679,2020
Role,1.1679,2020
Close,1.1679,2020
Authorities,1.1679,2020
Storm,1.1679,2020
Tonight,1.1679,2020
Transmitted,1.1679,2020
Infection,1.1679,2020
1000,1.1679,2020
Insects,1.1679,2020
Often,1.1679,2020
Others,1.1679,2020
Infectious,1.1679,2020
Territory,1.1679,2020
Eastern,1.1679,2020
Body,1.1679,2020
Echo,1.1679,2020
Able,1.1679,2020
Always,1.1679,2020
Forest,1.1679,2020
Weird,1.1679,2020
Lou,1.1679,2020
Constructed,1.1679,2020
Fruit,1.1679,2020
Allows,1.1679,2020
Example,1.1679,2020
Keeps,1.1679,2020
Until,1.1679,2020
Saw,1.1679,2020
Trump,1.0219,2020
South,1.0219,2020
Amount,1.0219,2020
Wildlife,1.0219,2020
Country,1.0219,2020
White,1.0219,2020
Created,1.0219,2020
Ourselves,1.0219,2020
Hours,1.0219,2020
Behind,1.0219,2020
Natural,1.0219,2020
Tract,1.0219,2020
Showing,1.0219,2020
Emerging,1.0219,2020
Virologist,1.0219,2020
Understanding,1.0219,2020
Intermediary,1.0219,2020
Variety,1.0219,2020
Touched,1.0219,2020
Active,1.0219,2020
Large,1.0219,2020
Sorry,1.0219,2020
Develop,1.0219,2020
Generally,1.0219,2020
Accidentally,1.0219,2020
January,1.0219,2020
Jumped,1.0219,2020
Thousand,1.0219,2020
Usually,1.0219,2020
Butchered,1.0219,2020
Defense,1.0219,2020
Heard,1.0219,2020
Behavior,1.0219,2020
Fly,1.0219,2020
Contain,1.0219,2020
Spreading,1.0219,2020
Rabies,1.0219,2020
Problems,1.0219,2020
American,1.0219,2020
Evolutionary,1.0219,2020
Greatest,1.0219,2020
Stress,1.0219,2020
Scale,1.0219,2020
Creatures,1.0219,2020
Cut,1.0219,2020
Wings,1.0219,2020
Didn,1.0219,2020
Closer,1.0219,2020
Brought,1.0219,2020
Farms,0.8759,2020
Seeing,0.8759,2020
Cow,0.8759,2020
Cetera,0.8759,2020
Supply,0.8759,2020
Feeding,0.8759,2020
Everything,0.8759,2020
Metabolism,0.8759,2020
Teachers,0.8759,2020
Support,0.8759,2020
Tree,0.8759,2020
Cute,0.8759,2020
Plan,0.8759,2020
Region,0.8759,2020
Foxes,0.8759,2020
Cage,0.8759,2020
Intermediate,0.8759,2020
Surface,0.8759,2020
Run,0.8759,2020
Central,0.8759,2020
Seems,0.8759,2020
Virology,0.8759,2020
Water,0.8759,2020
Opportunity,0.8759,2020
Takes,0.8759,2020
States,0.8759,2020
Thanks,0.8759,2020
Gentlemen,0.8759,2020
Count,0.8759,2020
Africa,0.8759,2020
Agitators,0.8759,2020
Lick,0.8759,2020
Relationship,0.8759,2020
Rain,0.8759,2020
Stayed,0.8759,2020
Almost,0.8759,2020
Daily,0.8759,2020
Named,0.8759,2020
Big,0.8759,2020
Yet,0.8759,2020
Else,0.8759,2020
Atlanta,0.8759,2020
Pees,0.8759,2020
Though,0.8759,2020
Cnn,0.8759,2020
Therapeutics,0.8759,2020
Illness,0.8759,2020
Discovered,0.8759,2020
Harbor,0.8759,2020
Trained,0.8759,2020
Battle,0.8759,2020
Institute,0.8759,2020
Causes,0.8759,2020
Related,0.8759,2020
Instead,0.8759,2020
Historical,0.8759,2020
Baseball,0.8759,2020
Europe,0.8759,2020
Try,0.8759,2020
Pigs,0.8759,2020
Common,0.8759,2020
Nocturnal,0.8759,2020
Tried,0.8759,2020
Ken,0.8759,2020
Receptor,0.8759,2020
Seem,0.8759,2020
Alert,0.8759,2020
Millions,0.8759,2020
Temperature,0.8759,2020
Name,0.8759,2020
Thing,0.8759,2020
Listen,0.8759,2020
Harm,0.8759,2020
Weren,0.8759,2020
Feces,0.8759,2020
Million,0.7299,2020
Load,0.7299,2020
Helps,0.7299,2020
Check,0.7299,2020
Butchering,0.7299,2020
Guest,0.7299,2020
Front,0.7299,2020
Gather,0.7299,2020
Handling,0.7299,2020
Treatments,0.7299,2020
Knowledge,0.7299,2020
Eaves,0.7299,2020
Person,0.7299,2020
Roost,0.7299,2020
Explains,0.7299,2020
Houses,0.7299,2020
Process,0.7299,2020
Important,0.7299,2020
Primed,0.7299,2020
Huge,0.7299,2020
Call,0.7299,2020
Talk,0.7299,2020
Cotton,0.7299,2020
Newsom,0.7299,2020
Luck,0.7299,2020
Studies,0.7299,2020
Cattle,0.7299,2020
Places,0.7299,2020
Maybe,0.7299,2020
Normal,0.7299,2020
Yards,0.7299,2020
Precedent,0.7299,2020
Everybody,0.7299,2020
Officers,0.7299,2020
Bones,0.7299,2020
Beings,0.7299,2020
Mers,0.7299,2020
Naturally,0.7299,2020
Whole,0.7299,2020
Wrinkle,0.7299,2020
Money,0.7299,2020
Available,0.7299,2020
Colleagues,0.7299,2020
Prey,0.7299,2020
Amazing,0.7299,2020
Asia,0.7299,2020
Cats,0.7299,2020
Handle,0.7299,2020
Scratches,0.7299,2020
Less,0.7299,2020
Collected,0.7299,2020
Smash,0.7299,2020
Extreme,0.7299,2020
Summer,0.7299,2020
Hour,0.7299,2020
Inside,0.7299,2020
Lives,0.7299,2020
Attack,0.7299,2020
Weapon,0.7299,2020
Seemed,0.7299,2020
Critical,0.7299,2020
Infecting,0.7299,2020
United,0.7299,2020
Upper,0.7299,2020
Rap,0.7299,2020
Economy,0.7299,2020
1st,0.7299,2020
Ball,0.7299,2020
Sources,0.7299,2020
Done,0.7299,2020
Air,0.7299,2020
Originally,0.7299,2020
Various,0.7299,2020
Extraordinary,0.7299,2020
Population,0.7299,2020
Honduran,0.7299,2020
Caused,0.7299,2020
Tiers,0.7299,2020
Destroying,0.7299,2020
Dealt,0.7299,2020
Governor,0.7299,2020
Teeth,0.7299,2020
Mean,0.7299,2020
Peaceful,0.7299,2020
Transmission,0.7299,2020
