"","year","country","dengue activity"
"1673",2006,"Brazil",54.814
"1674",2006,"India",54.814
"1675",2006,"Indonesia",54.814
"1676",2006,"Mexico",54.814
"1677",2006,"Philippines",54.814
"1678",2006,"Singapore",54.814
"1679",2006,"Thailand",54.814
"1680",2006,"Venezuela",54.814
"1681",2006,"Argentina",54.814
"1682",2006,"Bolivia",54.814
"1683",2006,"Brazil",54.814
"1684",2006,"India",54.814
"1685",2006,"Indonesia",54.814
"1686",2006,"Mexico",54.814
"1687",2006,"Philippines",54.814
"1688",2006,"Singapore",54.814
"1689",2006,"Thailand",54.814
"1690",2006,"Venezuela",54.814
"1691",2006,"Argentina",54.814
"1692",2006,"Bolivia",54.814
"1693",2006,"Brazil",54.814
"1694",2006,"India",54.814
"1695",2006,"Indonesia",54.814
"1696",2006,"Mexico",54.814
"1697",2006,"Philippines",54.814
"1698",2006,"Singapore",54.814
"1699",2006,"Thailand",54.814
"1700",2006,"Venezuela",54.814
"1701",2006,"Argentina",54.814
"1702",2006,"Bolivia",54.814
"1703",2006,"Brazil",54.814
"1704",2006,"India",54.814
"1705",2006,"Indonesia",54.814
"1706",2006,"Mexico",54.814
"1707",2006,"Philippines",54.814
"1708",2006,"Singapore",54.814
"1709",2006,"Thailand",54.814
"1710",2006,"Venezuela",54.814
"1711",2006,"Argentina",54.814
"1712",2006,"Bolivia",54.814
"1713",2006,"Brazil",54.814
"1714",2006,"India",54.814
"1715",2006,"Indonesia",54.814
"1716",2006,"Mexico",54.814
"1717",2006,"Philippines",54.814
"1718",2006,"Singapore",54.814
"1719",2006,"Thailand",54.814
"1720",2006,"Venezuela",54.814
"1721",2006,"Argentina",54.814
"1722",2006,"Bolivia",54.814
"1723",2006,"Brazil",54.814
"1724",2006,"India",54.814
"1725",2006,"Indonesia",54.814
"1726",2006,"Mexico",54.814
"1727",2006,"Philippines",54.814
"1728",2006,"Singapore",54.814
"1729",2006,"Thailand",54.814
"1730",2006,"Venezuela",54.814
"1731",2006,"Argentina",54.814
"1732",2006,"Bolivia",54.814
"1733",2006,"Brazil",54.814
"1734",2006,"India",54.814
"1735",2006,"Indonesia",54.814
"1736",2006,"Mexico",54.814
"1737",2006,"Philippines",54.814
"1738",2006,"Singapore",54.814
"1739",2006,"Thailand",54.814
"1740",2006,"Venezuela",54.814
"1741",2006,"Argentina",54.814
"1742",2006,"Bolivia",54.814
"1743",2006,"Brazil",54.814
"1744",2006,"India",54.814
"1745",2006,"Indonesia",54.814
"1746",2006,"Mexico",54.814
"1747",2006,"Philippines",54.814
"1748",2006,"Singapore",54.814
"1749",2006,"Thailand",54.814
"1750",2006,"Venezuela",54.814
"1751",2006,"Argentina",54.814
"1752",2006,"Bolivia",54.814
"1753",2006,"Brazil",54.814
"1754",2006,"India",54.814
"1755",2006,"Indonesia",54.814
"1756",2006,"Mexico",54.814
"1757",2006,"Philippines",54.814
"1758",2006,"Singapore",54.814
"1759",2006,"Thailand",54.814
"1760",2006,"Venezuela",54.814
"1761",2006,"Argentina",54.814
"1762",2006,"Bolivia",54.814
"1763",2006,"Brazil",54.814
"1764",2006,"India",54.814
"1765",2006,"Indonesia",54.814
"1766",2006,"Mexico",54.814
"1767",2006,"Philippines",54.814
"1768",2006,"Singapore",54.814
"1769",2006,"Thailand",54.814
"1770",2006,"Venezuela",54.814
"1771",2006,"Argentina",54.814
"1772",2006,"Bolivia",54.814
"1773",2006,"Brazil",54.814
"1774",2006,"India",54.814
"1775",2006,"Indonesia",54.814
"1776",2006,"Mexico",54.814
"1777",2006,"Philippines",54.814
"1778",2006,"Singapore",54.814
"1779",2006,"Thailand",54.814
"1780",2006,"Venezuela",54.814
"1781",2006,"Argentina",54.814
"1782",2006,"Bolivia",54.814
"1783",2006,"Brazil",54.814
"1784",2006,"India",54.814
"1785",2006,"Indonesia",54.814
"1786",2006,"Mexico",54.814
"1787",2006,"Philippines",54.814
"1788",2006,"Singapore",54.814
"1789",2006,"Thailand",54.814
"1790",2006,"Venezuela",54.814
"1791",2006,"Argentina",54.814
"1792",2006,"Bolivia",54.814
"1793",2006,"Brazil",54.814
"1794",2006,"India",54.814
"1795",2006,"Indonesia",54.814
"1796",2006,"Mexico",54.814
"1797",2006,"Philippines",54.814
"1798",2006,"Singapore",54.814
"1799",2006,"Thailand",54.814
"1800",2006,"Venezuela",54.814
"1801",2006,"Argentina",54.814
"1802",2006,"Bolivia",54.814
"1803",2006,"Brazil",54.814
"1804",2006,"India",54.814
"1805",2006,"Indonesia",54.814
"1806",2006,"Mexico",54.814
"1807",2006,"Philippines",54.814
"1808",2006,"Singapore",54.814
"1809",2006,"Thailand",54.814
"1810",2006,"Venezuela",54.814
"1811",2006,"Argentina",54.814
"1812",2006,"Bolivia",54.814
"1813",2006,"Brazil",54.814
"1814",2006,"India",54.814
"1815",2006,"Indonesia",54.814
"1816",2006,"Mexico",54.814
"1817",2006,"Philippines",54.814
"1818",2006,"Singapore",54.814
"1819",2006,"Thailand",54.814
"1820",2006,"Venezuela",54.814
"1821",2006,"Argentina",54.814
"1822",2006,"Bolivia",54.814
"1823",2006,"Brazil",54.814
"1824",2006,"India",54.814
"1825",2006,"Indonesia",54.814
"1826",2006,"Mexico",54.814
"1827",2006,"Philippines",54.814
"1828",2006,"Singapore",54.814
"1829",2006,"Thailand",54.814
"1830",2006,"Venezuela",54.814
"1831",2006,"Argentina",54.814
"1832",2006,"Bolivia",54.814
"1833",2006,"Brazil",54.814
"1834",2006,"India",54.814
"1835",2006,"Indonesia",54.814
"1836",2006,"Mexico",54.814
"1837",2006,"Philippines",54.814
"1838",2006,"Singapore",54.814
"1839",2006,"Thailand",54.814
"1840",2006,"Venezuela",54.814
"1841",2006,"Argentina",54.814
"1842",2006,"Bolivia",54.814
"1843",2006,"Brazil",54.814
"1844",2006,"India",54.814
"1845",2006,"Indonesia",54.814
"1846",2006,"Mexico",54.814
"1847",2006,"Philippines",54.814
"1848",2006,"Singapore",54.814
"1849",2006,"Thailand",54.814
"1850",2006,"Venezuela",54.814
"1851",2006,"Argentina",54.814
"1852",2006,"Bolivia",54.814
"1853",2006,"Brazil",54.814
"1854",2006,"India",54.814
"1855",2006,"Indonesia",54.814
"1856",2006,"Mexico",54.814
"1857",2006,"Philippines",54.814
"1858",2006,"Singapore",54.814
"1859",2006,"Thailand",54.814
"1860",2006,"Venezuela",54.814
"1861",2006,"Argentina",54.814
"1862",2006,"Bolivia",54.814
"1863",2006,"Brazil",54.814
"1864",2006,"India",54.814
"1865",2006,"Indonesia",54.814
"1866",2006,"Mexico",54.814
"1867",2006,"Philippines",54.814
"1868",2006,"Singapore",54.814
"1869",2006,"Thailand",54.814
"1870",2006,"Venezuela",54.814
"1871",2006,"Argentina",54.814
"1872",2006,"Bolivia",54.814
"1873",2006,"Brazil",54.814
"1874",2006,"India",54.814
"1875",2006,"Indonesia",54.814
"1876",2006,"Mexico",54.814
"1877",2006,"Philippines",54.814
"1878",2006,"Singapore",54.814
"1879",2006,"Thailand",54.814
"1880",2006,"Venezuela",54.814
"1881",2006,"Argentina",54.814
"1882",2006,"Bolivia",54.814
"1883",2006,"Brazil",54.814
"1884",2006,"India",54.814
"1885",2006,"Indonesia",54.814
"1886",2006,"Mexico",54.814
"1887",2006,"Philippines",54.814
"1888",2006,"Singapore",54.814
"1889",2006,"Thailand",54.814
"1890",2006,"Venezuela",54.814
"1891",2006,"Argentina",54.814
"1892",2006,"Bolivia",54.814
"1893",2006,"Brazil",54.814
"1894",2006,"India",54.814
"1895",2006,"Indonesia",54.814
"1896",2006,"Mexico",54.814
"1897",2006,"Philippines",54.814
"1898",2006,"Singapore",54.814
"1899",2006,"Thailand",54.814
"1900",2006,"Venezuela",54.814
"1901",2006,"Argentina",54.814
"1902",2006,"Bolivia",54.814
"1903",2006,"Brazil",54.814
"1904",2006,"India",54.814
"1905",2006,"Indonesia",54.814
"1906",2006,"Mexico",54.814
"1907",2006,"Philippines",54.814
"1908",2006,"Singapore",54.814
"1909",2006,"Thailand",54.814
"1910",2006,"Venezuela",54.814
"1911",2006,"Argentina",54.814
"1912",2006,"Bolivia",54.814
"1913",2006,"Brazil",54.814
"1914",2006,"India",54.814
"1915",2006,"Indonesia",54.814
"1916",2006,"Mexico",54.814
"1917",2006,"Philippines",54.814
"1918",2006,"Singapore",54.814
"1919",2006,"Thailand",54.814
"1920",2006,"Venezuela",54.814
"1921",2006,"Argentina",54.814
"1922",2006,"Bolivia",54.814
"1923",2006,"Brazil",54.814
"1924",2006,"India",54.814
"1925",2006,"Indonesia",54.814
"1926",2006,"Mexico",54.814
"1927",2006,"Philippines",54.814
"1928",2006,"Singapore",54.814
"1929",2006,"Thailand",54.814
"1930",2006,"Venezuela",54.814
"1931",2006,"Argentina",54.814
"1932",2006,"Bolivia",54.814
"1933",2006,"Brazil",54.814
"1934",2006,"India",54.814
"1935",2006,"Indonesia",54.814
"1936",2006,"Mexico",54.814
"1937",2006,"Philippines",54.814
"1938",2006,"Singapore",54.814
"1939",2006,"Thailand",54.814
"1940",2006,"Venezuela",54.814
"1941",2006,"Argentina",54.814
"1942",2006,"Bolivia",54.814
"1943",2006,"Brazil",54.814
"1944",2006,"India",54.814
"1945",2006,"Indonesia",54.814
"1946",2006,"Mexico",54.814
"1947",2006,"Philippines",54.814
"1948",2006,"Singapore",54.814
"1949",2006,"Thailand",54.814
"1950",2006,"Venezuela",54.814
"1951",2006,"Argentina",54.814
"1952",2006,"Bolivia",54.814
"1953",2006,"Brazil",54.814
"1954",2006,"India",54.814
"1955",2006,"Indonesia",54.814
"1956",2006,"Mexico",54.814
"1957",2006,"Philippines",54.814
"1958",2006,"Singapore",54.814
"1959",2006,"Thailand",54.814
"1960",2006,"Venezuela",54.814
"1961",2006,"Argentina",54.814
"1962",2006,"Bolivia",54.814
"1963",2006,"Brazil",54.814
"1964",2006,"India",54.814
"1965",2006,"Indonesia",54.814
"1966",2006,"Mexico",54.814
"1967",2006,"Philippines",54.814
"1968",2006,"Singapore",54.814
"1969",2006,"Thailand",54.814
"1970",2006,"Venezuela",54.814
"1971",2006,"Argentina",54.814
"1972",2006,"Bolivia",54.814
"1973",2006,"Brazil",54.814
"1974",2006,"India",54.814
"1975",2006,"Indonesia",54.814
"1976",2006,"Mexico",54.814
"1977",2006,"Philippines",54.814
"1978",2006,"Singapore",54.814
"1979",2006,"Thailand",54.814
"1980",2006,"Venezuela",54.814
"1981",2006,"Argentina",54.814
"1982",2006,"Bolivia",54.814
"1983",2006,"Brazil",54.814
"1984",2006,"India",54.814
"1985",2006,"Indonesia",54.814
"1986",2006,"Mexico",54.814
"1987",2006,"Philippines",54.814
"1988",2006,"Singapore",54.814
"1989",2006,"Thailand",54.814
"1990",2006,"Venezuela",54.814
"1991",2006,"Argentina",54.814
"1992",2006,"Bolivia",54.814
"1993",2006,"Brazil",54.814
"1994",2006,"India",54.814
"1995",2006,"Indonesia",54.814
"1996",2006,"Mexico",54.814
"1997",2006,"Philippines",54.814
"1998",2006,"Singapore",54.814
"1999",2006,"Thailand",54.814
"2000",2006,"Venezuela",54.814
"2001",2006,"Argentina",54.814
"2002",2006,"Bolivia",54.814
"2003",2006,"Brazil",54.814
"2004",2006,"India",54.814
"2005",2006,"Indonesia",54.814
"2006",2006,"Mexico",54.814
"2007",2006,"Philippines",54.814
"2008",2006,"Singapore",54.814
"2009",2006,"Thailand",54.814
"2010",2006,"Venezuela",54.814
"2011",2006,"Argentina",54.814
"2012",2006,"Bolivia",54.814
"2013",2006,"Brazil",54.814
"2014",2006,"India",54.814
"2015",2006,"Indonesia",54.814
"2016",2006,"Mexico",54.814
"2017",2006,"Philippines",54.814
"2018",2006,"Singapore",54.814
"2019",2006,"Thailand",54.814
"2020",2006,"Venezuela",54.814
"2021",2006,"Argentina",54.814
"2022",2006,"Bolivia",54.814
"2023",2006,"Brazil",54.814
"2024",2006,"India",54.814
"2025",2006,"Indonesia",54.814
"2026",2006,"Mexico",54.814
"2027",2006,"Philippines",54.814
"2028",2006,"Singapore",54.814
"2029",2006,"Thailand",54.814
"2030",2006,"Venezuela",54.814
"2031",2006,"Argentina",54.814
"2032",2006,"Bolivia",54.814
"2033",2006,"Brazil",54.814
"2034",2006,"India",54.814
"2035",2006,"Indonesia",54.814
"2036",2006,"Mexico",54.814
"2037",2006,"Philippines",54.814
"2038",2006,"Singapore",54.814
"2039",2006,"Thailand",54.814
"2040",2006,"Venezuela",54.814
"2041",2006,"Argentina",54.814
"2042",2006,"Bolivia",54.814
"2043",2006,"Brazil",54.814
"2044",2006,"India",54.814
"2045",2006,"Indonesia",54.814
"2046",2006,"Mexico",54.814
"2047",2006,"Philippines",54.814
"2048",2006,"Singapore",54.814
"2049",2006,"Thailand",54.814
"2050",2006,"Venezuela",54.814
"2051",2006,"Argentina",54.814
"2052",2006,"Bolivia",54.814
"2053",2006,"Brazil",54.814
"2054",2006,"India",54.814
"2055",2006,"Indonesia",54.814
"2056",2006,"Mexico",54.814
"2057",2006,"Philippines",54.814
"2058",2006,"Singapore",54.814
"2059",2006,"Thailand",54.814
"2060",2006,"Venezuela",54.814
"2061",2006,"Argentina",54.814
"2062",2006,"Bolivia",54.814
"2063",2006,"Brazil",54.814
"2064",2006,"India",54.814
"2065",2006,"Indonesia",54.814
"2066",2006,"Mexico",54.814
"2067",2006,"Philippines",54.814
"2068",2006,"Singapore",54.814
"2069",2006,"Thailand",54.814
"2070",2006,"Venezuela",54.814
"2071",2006,"Argentina",54.814
"2072",2006,"Bolivia",54.814
"2073",2006,"Brazil",54.814
"2074",2006,"India",54.814
"2075",2006,"Indonesia",54.814
"2076",2006,"Mexico",54.814
"2077",2006,"Philippines",54.814
"2078",2006,"Singapore",54.814
"2079",2006,"Thailand",54.814
"2080",2006,"Venezuela",54.814
"2081",2006,"Argentina",54.814
"2082",2006,"Bolivia",54.814
"2083",2006,"Brazil",54.814
"2084",2006,"India",54.814
"2085",2006,"Indonesia",54.814
"2086",2006,"Mexico",54.814
"2087",2006,"Philippines",54.814
"2088",2006,"Singapore",54.814
"2089",2006,"Thailand",54.814
"2090",2006,"Venezuela",54.814
"2091",2006,"Argentina",54.814
"2092",2006,"Bolivia",54.814
"2093",2006,"Brazil",54.814
"2094",2006,"India",54.814
"2095",2006,"Indonesia",54.814
"2096",2006,"Mexico",54.814
"2097",2006,"Philippines",54.814
"2098",2006,"Singapore",54.814
"2099",2006,"Thailand",54.814
"2100",2006,"Venezuela",54.814
"2101",2007,"Argentina",75.195
"2102",2007,"Bolivia",75.195
"2103",2007,"Brazil",75.195
"2104",2007,"India",75.195
"2105",2007,"Indonesia",75.195
"2106",2007,"Mexico",75.195
"2107",2007,"Philippines",75.195
"2108",2007,"Singapore",75.195
"2109",2007,"Thailand",75.195
"2110",2007,"Venezuela",75.195
"2111",2007,"Argentina",75.195
"2112",2007,"Bolivia",75.195
"2113",2007,"Brazil",75.195
"2114",2007,"India",75.195
"2115",2007,"Indonesia",75.195
"2116",2007,"Mexico",75.195
"2117",2007,"Philippines",75.195
"2118",2007,"Singapore",75.195
"2119",2007,"Thailand",75.195
"2120",2007,"Venezuela",75.195
"2121",2007,"Argentina",75.195
"2122",2007,"Bolivia",75.195
"2123",2007,"Brazil",75.195
"2124",2007,"India",75.195
"2125",2007,"Indonesia",75.195
"2126",2007,"Mexico",75.195
"2127",2007,"Philippines",75.195
"2128",2007,"Singapore",75.195
"2129",2007,"Thailand",75.195
"2130",2007,"Venezuela",75.195
"2131",2007,"Argentina",75.195
"2132",2007,"Bolivia",75.195
"2133",2007,"Brazil",75.195
"2134",2007,"India",75.195
"2135",2007,"Indonesia",75.195
"2136",2007,"Mexico",75.195
"2137",2007,"Philippines",75.195
"2138",2007,"Singapore",75.195
"2139",2007,"Thailand",75.195
"2140",2007,"Venezuela",75.195
"2141",2007,"Argentina",75.195
"2142",2007,"Bolivia",75.195
"2143",2007,"Brazil",75.195
"2144",2007,"India",75.195
"2145",2007,"Indonesia",75.195
"2146",2007,"Mexico",75.195
"2147",2007,"Philippines",75.195
"2148",2007,"Singapore",75.195
"2149",2007,"Thailand",75.195
"2150",2007,"Venezuela",75.195
"2151",2007,"Argentina",75.195
"2152",2007,"Bolivia",75.195
"2153",2007,"Brazil",75.195
"2154",2007,"India",75.195
"2155",2007,"Indonesia",75.195
"2156",2007,"Mexico",75.195
"2157",2007,"Philippines",75.195
"2158",2007,"Singapore",75.195
"2159",2007,"Thailand",75.195
"2160",2007,"Venezuela",75.195
"2161",2007,"Argentina",75.195
"2162",2007,"Bolivia",75.195
"2163",2007,"Brazil",75.195
"2164",2007,"India",75.195
"2165",2007,"Indonesia",75.195
"2166",2007,"Mexico",75.195
"2167",2007,"Philippines",75.195
"2168",2007,"Singapore",75.195
"2169",2007,"Thailand",75.195
"2170",2007,"Venezuela",75.195
"2171",2007,"Argentina",75.195
"2172",2007,"Bolivia",75.195
"2173",2007,"Brazil",75.195
"2174",2007,"India",75.195
"2175",2007,"Indonesia",75.195
"2176",2007,"Mexico",75.195
"2177",2007,"Philippines",75.195
"2178",2007,"Singapore",75.195
"2179",2007,"Thailand",75.195
"2180",2007,"Venezuela",75.195
"2181",2007,"Argentina",75.195
"2182",2007,"Bolivia",75.195
"2183",2007,"Brazil",75.195
"2184",2007,"India",75.195
"2185",2007,"Indonesia",75.195
"2186",2007,"Mexico",75.195
"2187",2007,"Philippines",75.195
"2188",2007,"Singapore",75.195
"2189",2007,"Thailand",75.195
"2190",2007,"Venezuela",75.195
"2191",2007,"Argentina",75.195
"2192",2007,"Bolivia",75.195
"2193",2007,"Brazil",75.195
"2194",2007,"India",75.195
"2195",2007,"Indonesia",75.195
"2196",2007,"Mexico",75.195
"2197",2007,"Philippines",75.195
"2198",2007,"Singapore",75.195
"2199",2007,"Thailand",75.195
"2200",2007,"Venezuela",75.195
"2201",2007,"Argentina",75.195
"2202",2007,"Bolivia",75.195
"2203",2007,"Brazil",75.195
"2204",2007,"India",75.195
"2205",2007,"Indonesia",75.195
"2206",2007,"Mexico",75.195
"2207",2007,"Philippines",75.195
"2208",2007,"Singapore",75.195
"2209",2007,"Thailand",75.195
"2210",2007,"Venezuela",75.195
"2211",2007,"Argentina",75.195
"2212",2007,"Bolivia",75.195
"2213",2007,"Brazil",75.195
"2214",2007,"India",75.195
"2215",2007,"Indonesia",75.195
"2216",2007,"Mexico",75.195
"2217",2007,"Philippines",75.195
"2218",2007,"Singapore",75.195
"2219",2007,"Thailand",75.195
"2220",2007,"Venezuela",75.195
"2221",2007,"Argentina",75.195
"2222",2007,"Bolivia",75.195
"2223",2007,"Brazil",75.195
"2224",2007,"India",75.195
"2225",2007,"Indonesia",75.195
"2226",2007,"Mexico",75.195
"2227",2007,"Philippines",75.195
"2228",2007,"Singapore",75.195
"2229",2007,"Thailand",75.195
"2230",2007,"Venezuela",75.195
"2231",2007,"Argentina",75.195
"2232",2007,"Bolivia",75.195
"2233",2007,"Brazil",75.195
"2234",2007,"India",75.195
"2235",2007,"Indonesia",75.195
"2236",2007,"Mexico",75.195
"2237",2007,"Philippines",75.195
"2238",2007,"Singapore",75.195
"2239",2007,"Thailand",75.195
"2240",2007,"Venezuela",75.195
"2241",2007,"Argentina",75.195
"2242",2007,"Bolivia",75.195
"2243",2007,"Brazil",75.195
"2244",2007,"India",75.195
"2245",2007,"Indonesia",75.195
"2246",2007,"Mexico",75.195
"2247",2007,"Philippines",75.195
"2248",2007,"Singapore",75.195
"2249",2007,"Thailand",75.195
"2250",2007,"Venezuela",75.195
"2251",2007,"Argentina",75.195
"2252",2007,"Bolivia",75.195
"2253",2007,"Brazil",75.195
"2254",2007,"India",75.195
"2255",2007,"Indonesia",75.195
"2256",2007,"Mexico",75.195
"2257",2007,"Philippines",75.195
"2258",2007,"Singapore",75.195
"2259",2007,"Thailand",75.195
"2260",2007,"Venezuela",75.195
"2261",2007,"Argentina",75.195
"2262",2007,"Bolivia",75.195
"2263",2007,"Brazil",75.195
"2264",2007,"India",75.195
"2265",2007,"Indonesia",75.195
"2266",2007,"Mexico",75.195
"2267",2007,"Philippines",75.195
"2268",2007,"Singapore",75.195
"2269",2007,"Thailand",75.195
"2270",2007,"Venezuela",75.195
"2271",2007,"Argentina",75.195
"2272",2007,"Bolivia",75.195
"2273",2007,"Brazil",75.195
"2274",2007,"India",75.195
"2275",2007,"Indonesia",75.195
"2276",2007,"Mexico",75.195
"2277",2007,"Philippines",75.195
"2278",2007,"Singapore",75.195
"2279",2007,"Thailand",75.195
"2280",2007,"Venezuela",75.195
"2281",2007,"Argentina",75.195
"2282",2007,"Bolivia",75.195
"2283",2007,"Brazil",75.195
"2284",2007,"India",75.195
"2285",2007,"Indonesia",75.195
"2286",2007,"Mexico",75.195
"2287",2007,"Philippines",75.195
"2288",2007,"Singapore",75.195
"2289",2007,"Thailand",75.195
"2290",2007,"Venezuela",75.195
"2291",2007,"Argentina",75.195
"2292",2007,"Bolivia",75.195
"2293",2007,"Brazil",75.195
"2294",2007,"India",75.195
"2295",2007,"Indonesia",75.195
"2296",2007,"Mexico",75.195
"2297",2007,"Philippines",75.195
"2298",2007,"Singapore",75.195
"2299",2007,"Thailand",75.195
"2300",2007,"Venezuela",75.195
"2301",2007,"Argentina",75.195
"2302",2007,"Bolivia",75.195
"2303",2007,"Brazil",75.195
"2304",2007,"India",75.195
"2305",2007,"Indonesia",75.195
"2306",2007,"Mexico",75.195
"2307",2007,"Philippines",75.195
"2308",2007,"Singapore",75.195
"2309",2007,"Thailand",75.195
"2310",2007,"Venezuela",75.195
"2311",2007,"Argentina",75.195
"2312",2007,"Bolivia",75.195
"2313",2007,"Brazil",75.195
"2314",2007,"India",75.195
"2315",2007,"Indonesia",75.195
"2316",2007,"Mexico",75.195
"2317",2007,"Philippines",75.195
"2318",2007,"Singapore",75.195
"2319",2007,"Thailand",75.195
"2320",2007,"Venezuela",75.195
"2321",2007,"Argentina",75.195
"2322",2007,"Bolivia",75.195
"2323",2007,"Brazil",75.195
"2324",2007,"India",75.195
"2325",2007,"Indonesia",75.195
"2326",2007,"Mexico",75.195
"2327",2007,"Philippines",75.195
"2328",2007,"Singapore",75.195
"2329",2007,"Thailand",75.195
"2330",2007,"Venezuela",75.195
"2331",2007,"Argentina",75.195
"2332",2007,"Bolivia",75.195
"2333",2007,"Brazil",75.195
"2334",2007,"India",75.195
"2335",2007,"Indonesia",75.195
"2336",2007,"Mexico",75.195
"2337",2007,"Philippines",75.195
"2338",2007,"Singapore",75.195
"2339",2007,"Thailand",75.195
"2340",2007,"Venezuela",75.195
"2341",2007,"Argentina",75.195
"2342",2007,"Bolivia",75.195
"2343",2007,"Brazil",75.195
"2344",2007,"India",75.195
"2345",2007,"Indonesia",75.195
"2346",2007,"Mexico",75.195
"2347",2007,"Philippines",75.195
"2348",2007,"Singapore",75.195
"2349",2007,"Thailand",75.195
"2350",2007,"Venezuela",75.195
"2351",2007,"Argentina",75.195
"2352",2007,"Bolivia",75.195
"2353",2007,"Brazil",75.195
"2354",2007,"India",75.195
"2355",2007,"Indonesia",75.195
"2356",2007,"Mexico",75.195
"2357",2007,"Philippines",75.195
"2358",2007,"Singapore",75.195
"2359",2007,"Thailand",75.195
"2360",2007,"Venezuela",75.195
"2361",2007,"Argentina",75.195
"2362",2007,"Bolivia",75.195
"2363",2007,"Brazil",75.195
"2364",2007,"India",75.195
"2365",2007,"Indonesia",75.195
"2366",2007,"Mexico",75.195
"2367",2007,"Philippines",75.195
"2368",2007,"Singapore",75.195
"2369",2007,"Thailand",75.195
"2370",2007,"Venezuela",75.195
"2371",2007,"Argentina",75.195
"2372",2007,"Bolivia",75.195
"2373",2007,"Brazil",75.195
"2374",2007,"India",75.195
"2375",2007,"Indonesia",75.195
"2376",2007,"Mexico",75.195
"2377",2007,"Philippines",75.195
"2378",2007,"Singapore",75.195
"2379",2007,"Thailand",75.195
"2380",2007,"Venezuela",75.195
"2381",2007,"Argentina",75.195
"2382",2007,"Bolivia",75.195
"2383",2007,"Brazil",75.195
"2384",2007,"India",75.195
"2385",2007,"Indonesia",75.195
"2386",2007,"Mexico",75.195
"2387",2007,"Philippines",75.195
"2388",2007,"Singapore",75.195
"2389",2007,"Thailand",75.195
"2390",2007,"Venezuela",75.195
"2391",2007,"Argentina",75.195
"2392",2007,"Bolivia",75.195
"2393",2007,"Brazil",75.195
"2394",2007,"India",75.195
"2395",2007,"Indonesia",75.195
"2396",2007,"Mexico",75.195
"2397",2007,"Philippines",75.195
"2398",2007,"Singapore",75.195
"2399",2007,"Thailand",75.195
"2400",2007,"Venezuela",75.195
"2401",2007,"Argentina",75.195
"2402",2007,"Bolivia",75.195
"2403",2007,"Brazil",75.195
"2404",2007,"India",75.195
"2405",2007,"Indonesia",75.195
"2406",2007,"Mexico",75.195
"2407",2007,"Philippines",75.195
"2408",2007,"Singapore",75.195
"2409",2007,"Thailand",75.195
"2410",2007,"Venezuela",75.195
"2411",2007,"Argentina",75.195
"2412",2007,"Bolivia",75.195
"2413",2007,"Brazil",75.195
"2414",2007,"India",75.195
"2415",2007,"Indonesia",75.195
"2416",2007,"Mexico",75.195
"2417",2007,"Philippines",75.195
"2418",2007,"Singapore",75.195
"2419",2007,"Thailand",75.195
"2420",2007,"Venezuela",75.195
"2421",2007,"Argentina",75.195
"2422",2007,"Bolivia",75.195
"2423",2007,"Brazil",75.195
"2424",2007,"India",75.195
"2425",2007,"Indonesia",75.195
"2426",2007,"Mexico",75.195
"2427",2007,"Philippines",75.195
"2428",2007,"Singapore",75.195
"2429",2007,"Thailand",75.195
"2430",2007,"Venezuela",75.195
"2431",2007,"Argentina",75.195
"2432",2007,"Bolivia",75.195
"2433",2007,"Brazil",75.195
"2434",2007,"India",75.195
"2435",2007,"Indonesia",75.195
"2436",2007,"Mexico",75.195
"2437",2007,"Philippines",75.195
"2438",2007,"Singapore",75.195
"2439",2007,"Thailand",75.195
"2440",2007,"Venezuela",75.195
"2441",2007,"Argentina",75.195
"2442",2007,"Bolivia",75.195
"2443",2007,"Brazil",75.195
"2444",2007,"India",75.195
"2445",2007,"Indonesia",75.195
"2446",2007,"Mexico",75.195
"2447",2007,"Philippines",75.195
"2448",2007,"Singapore",75.195
"2449",2007,"Thailand",75.195
"2450",2007,"Venezuela",75.195
"2451",2007,"Argentina",75.195
"2452",2007,"Bolivia",75.195
"2453",2007,"Brazil",75.195
"2454",2007,"India",75.195
"2455",2007,"Indonesia",75.195
"2456",2007,"Mexico",75.195
"2457",2007,"Philippines",75.195
"2458",2007,"Singapore",75.195
"2459",2007,"Thailand",75.195
"2460",2007,"Venezuela",75.195
"2461",2007,"Argentina",75.195
"2462",2007,"Bolivia",75.195
"2463",2007,"Brazil",75.195
"2464",2007,"India",75.195
"2465",2007,"Indonesia",75.195
"2466",2007,"Mexico",75.195
"2467",2007,"Philippines",75.195
"2468",2007,"Singapore",75.195
"2469",2007,"Thailand",75.195
"2470",2007,"Venezuela",75.195
"2471",2007,"Argentina",75.195
"2472",2007,"Bolivia",75.195
"2473",2007,"Brazil",75.195
"2474",2007,"India",75.195
"2475",2007,"Indonesia",75.195
"2476",2007,"Mexico",75.195
"2477",2007,"Philippines",75.195
"2478",2007,"Singapore",75.195
"2479",2007,"Thailand",75.195
"2480",2007,"Venezuela",75.195
"2481",2007,"Argentina",75.195
"2482",2007,"Bolivia",75.195
"2483",2007,"Brazil",75.195
"2484",2007,"India",75.195
"2485",2007,"Indonesia",75.195
"2486",2007,"Mexico",75.195
"2487",2007,"Philippines",75.195
"2488",2007,"Singapore",75.195
"2489",2007,"Thailand",75.195
"2490",2007,"Venezuela",75.195
"2491",2007,"Argentina",75.195
"2492",2007,"Bolivia",75.195
"2493",2007,"Brazil",75.195
"2494",2007,"India",75.195
